artist_name,release_name,song_name
"Geow Caballero","El Caballero","Perreo Ft Sirio Geow Caballero"
"Geow Caballero","El Caballero","No Me Interesa"
"Geow Caballero","El Caballero",Ninfomaniaca
"Geow Caballero","El Caballero","La Traicion-Geow Caballero"
"Geow Caballero","El Caballero","Me Tiene Ganas "
"Geow Caballero","El Caballero","Me Llamas"
"Geow Caballero","El Caballero","La Dificl Geow Cover"
"Geow Caballero","El Caballero","Se Entrega Bailando"
"Geow Caballero","El Caballero","Fantasma "
"Geow Caballero","El Caballero","Dejalo "
"Geow Caballero","El Caballero","Como Le Hago"
"CRISTIAN OVANDO PRIEGO ","La Chica De Humo ","Title Error"
"CRISTIAN OVANDO PRIEGO ","La Chica De Humo ","Title Error"
"Satori Punk","Contra El Todo","Contra El Todo"
"Paredes Juanes","Canción Lukanette (Cover)","Canción Lukanette"
"Ist Tinosp","El Nuevo Ritmo","El Nuevo Ritmo"
"El Calg","Más Amor","Más Amor"
"Yuliana Denis","Dios Proveerá","Dios Proveerá"
"V A L E N",Causalidad,Causalidad
Kingxboy,"Got One Dollar","Got One Dollar"
"The Ghetto Music","Si Quieres Vete","Si Quieres Vete "
"Depending Boy","Un Poco Más","Un Poco Más"
"Charlotte Lascuráin","Bendiciones La Pepo (Tumba La Casa)","Bendiciones La Pepo (Tumba La Casa)"
"Style navy","Quiero Verte","23 10 2021 Final"
"Charlotte Lascuráin","Roast Yourself Challenge  ","Roast Yourself Challenge  "
APOLLOKIDD,TODAVIA,"Apollokidd - Todavía"
"Dj Neil Remix","Close Your Eyes","Close Your Eyes"
"Cristhian Franco feat. Evangelina López Molina","Secretos Que Se Gritan","Secretos Que Se Gritan"
Wata-K,"Banda Wata K","Watak - Medley Jerry Rivera"
JHdelacruz,"Que Bendición ","Que Bendición "
SrMauri,"El Tiempo ","El Tiempo"
"Laura D'Ana","Laura d'Ana","Libérame Amor (It Must Have Been Love)"
"Laura D'Ana","Laura d'Ana",Sueños
"Laura D'Ana","Laura d'Ana","¿quién Puede Amarte Mas?"
"Laura D'Ana","Laura d'Ana","Nunca Renunciaré"
"Laura D'Ana","Laura d'Ana","Si Tú Quieres Mi Amor"
"Laura D'Ana","Laura d'Ana","La Última en Saberlo"
"Laura D'Ana","Laura d'Ana","Sueños Irrealizados"
"Laura D'Ana","Laura d'Ana","Amores De Madrugada"
MONTANA,"Nadal, Orgullo De España","Nadal, Orgullo De España"
D3Brich,Aki,Aki
"BLACK ZNK Feat. GMAR Z",Coronamo,"Coronamo   "
"Angel Harrison","Quisiera Sentirte","Quisiera Sentirte"
S-TUDIO,"Rosa en La Mano","Rosa en La Mano"
"Gerardo El Traa","Feel This","Feel This"
"El Soldado De Jesus Oficial",#Parábola,Parabola
"Depending Boy",Cosmos,Cosmos
Thev,Catorce,"Catorce Final"
"UN PÁJARO","Musa Styles","Musa Styles"
mISHØ,"Solo En Casa","Junte Perfecto"
mISHØ,"Solo En Casa","Una Noche Mas"
"Koke Padilla","Siempre en Mi Mente","Siempre en Mi Mente"
Anirudh,"Momo Music","Arabic Kuthu – Official Lyric Video Beast Thalapathy Vijay Sun Pictures Nelson Anirudh y2bs.com"
"Loky La Locura","Le Pido Ma Dios","Le Pido a Dios "
"Alejandro Cázares & Anyell G.","Just Look up ( Cover Español)","y2meta.com - Ariana Grande, Kid Cudi - Just Look up "
"Bryant RC","La Glock Bryant RC","La Glock Bryant Rc Freestyle"
"Burak Yeter -Danelle Sandoval","Tuesday Remix","ريمكس اجنبي اجرامي مطلوب توباك - الثلاثاء 2020"
F.J.R,"Yo Tengo Lo Que Quieren","Yo Tengo Lo Que Quieren"
"Bryant RC","La Glock","La Glock"
"Esteban Estevez","Senderos ","Como, Donde Y Cuando"
"Esteban Estevez","Senderos ","El Registro Civil"
"Esteban Estevez","Senderos ","Que Pasa Entre Los Dos"
"Esteban Estevez","Senderos ","Mucho, Poquito, Nada"
"Esteban Estevez","Senderos ",Celos
"Esteban Estevez","Senderos ","Doble Identidad"
"Esteban Estevez","Senderos ","25 Rosas"
"Esteban Estevez","Senderos ","Gritos en El Alma"
"Esteban Estevez","Senderos ","El Duelo"
"Esteban Estevez","Senderos ","Si Tu Te Vas"
"Esteban Estevez","Senderos ","Nena Nena"
"Esteban Estevez","Senderos ","Sienteme Asi"
"Esteban Estevez","Senderos ","Nadie Amor Nadie"
"Esteban Estevez","Senderos ","Tan Solo Amantes"
"Esteban Estevez","Enganchado ","Laura No Esta"
"Esteban Estevez","Enganchado ","Veneno Para 2"
"Esteban Estevez","Enganchado ","Don Goyo"
"Esteban Estevez","Enganchado Para Bailar","Y Te Has Quedado Sola "
"Esteban Estevez","Enganchado Para Bailar","Te Quiero Divina "
"Esteban Estevez","Enganchado Para Bailar","Taka Taka - Soraya"
"Esteban Estevez","Enganchado Para Bailar","No Te Enamores"
"Esteban Estevez","Enganchado Para Bailar",Llamarada
"Esteban Estevez","El Mismo Aire","El Mismo Aire"
"Esteban Estevez","Tengo Que Encontrar Un Amor ","Tengo Que Encontrar Un Amor "
"Esteban Estevez","La Llulla","La Llulla"
"El Jarillal ","Monte Pampeano ",Caravana
"El Jarillal ","Monte Pampeano ",Estampa
"El Jarillal ","Monte Pampeano ","Desde Que Te Has Marchado"
"El Jarillal ","Monte Pampeano ","Tierra De Los Ranqueles"
"El Jarillal ","Monte Pampeano ","A Mis Viejos"
"El Jarillal ","Monte Pampeano ","Cantor De La Noche Entera"
"El Jarillal ","Monte Pampeano ","Oye Amigo"
"El Jarillal ","Monte Pampeano ","Si Estamos Lejos"
"El Jarillal ","Monte Pampeano ",Palomita
"El Jarillal ","Monte Pampeano ","Monte Pampeano"
"El Jarillal ","Monte Pampeano ",Lagauchona
"Lil Bear","For Your","For Your"
Ezeey,"Este Año Es Nuestro","Este Año Es Nuestro"
"Nada Serio","Tablero Mental","Tablero Mental"
FLO120,"THE EXPERIMENTAL REGGAETON","EL REGGAETON (LA PISTA)"
FLO120,"THE EXPERIMENTAL REGGAETON","EL REGGAETON"
C43L,"Tengo Los K","Tengo Los K "
"Bachata Swagg","Perdoname Por Favor","Perdoname Por Favor"
"De Cabeza","La Corriente Del Vino","Capitana De Mi Espacio"
"De Cabeza","La Corriente Del Vino","El Borde Del Centro"
"De Cabeza","La Corriente Del Vino","Devolución De Ciudad"
"De Cabeza","La Corriente Del Vino",Puercoespín
"De Cabeza","La Corriente Del Vino","Suelo Gris"
"De Cabeza","La Corriente Del Vino",Cebra
"De Cabeza","La Corriente Del Vino","El Álbum Del Invierno"
"De Cabeza","La Corriente Del Vino",Enemigos
"De Cabeza","La Corriente Del Vino",Ordenar
"Shomai Internacional","Tu Desición","Cantinero Otra Cerveza"
"Shomai Internacional","Tu Desición","Tu Decisión"
"Billo's Caracas Boys","Sigan Bonchando","Mosaico- Enamorada.funfuñando.tu volveras.cuando vuelvas.parampampin.no Te Retrates"
"Billo's Caracas Boys","Sigan Bonchando",Enamorada
"Billo's Caracas Boys","Sigan Bonchando","Sin Tambora"
"Billo's Caracas Boys","Sigan Bonchando","Colombia Tierra Querida"
"Billo's Caracas Boys","Sigan Bonchando","Un Solo Whiskey Juan"
"Billo's Caracas Boys","Sigan Bonchando","Salve Loca"
"Billo's Caracas Boys","Sigan Bonchando",Bohemio
"Billo's Caracas Boys","Sigan Bonchando","Billo's Caracas Boys - Magallanes Para Todo El Mundo"
"Billo's Caracas Boys","Sigan Bonchando","Billo's Caracas Boys - Confundido"
"Franco Esteban Fernández Soto ","Silencio En La Calle","Silencio En La Calle"
FRK,"Silencio en La Calle","Silencio en La Calle"
"Panito ",Panito,Panito
"Mr. CrackH","Mi Sueño","Mi Sueño"
"Hugo HGX","Camomila Plug","Camomila Plug"
"Josue Torrez","Como La Brisa","Como La Brisa"
"Josue Torrez","Es Tu Amor","Es Tu Amor"
"Josue Torrez","Coros Uncion Asta Los Huesos ","Coros Uncion Asta Los Huesos "
"La Faby","Te Traje La Nota Mezcla","Te Traje La Nota Mezcla"
"Bruno Santos Rocha Santana","Libera Ela","Libera Ela"
"Mario Maya","En Cinco Letras","En Cinco Letras"
"Sm Huaman Music","Dime Si Encontraste","Dime Si Ya Encontraste "
"Esteban Estevez","Salgan a Bailar","Esta Noche Quiero Brandy"
"Esteban Estevez","Salgan a Bailar","Soltero Y Libre"
"Esteban Estevez","Salgan a Bailar","Camino Del Arenal"
"Esteban Estevez","Salgan a Bailar","Baila Mi Amor"
"Esteban Estevez","Salgan a Bailar","Movete Veterana"
"Esteban Estevez","Salgan a Bailar","Nos Veremos a Las 6"
"Esteban Estevez","Salgan a Bailar","La Cumbita"
"Esteban Estevez","Salgan a Bailar",Doctor
"Esteban Estevez","Salgan a Bailar","Que Devuelvan Los Pollos - No Me Dejen Afuera"
"Esteban Estevez","Salgan a Bailar","Me Gustas Tu"
"Esteban Estevez","Salgan a Bailar","Que Te Pasa Pajarito"
"Esteban Estevez","Salgan a Bailar","Cuando Canta El Gallo Azul"
"Esteban Estevez","Salgan a Bailar","Llora Niña Pecadora"
"Esteban Estevez","Salgan a Bailar","Salgan a Bailar"
"Sinfonía Nazarena","Muliza Contra Danza Y Huaynos","Muliza Contra Danza Y Huaynos"
"Chaco Caponi","Nadie Me Detiene","Nadie Me Detiene"
"Jah Nazareth",Ensajahndo,"No Puedes"
"Jah Nazareth",Ensajahndo,Pasara
"Jah Nazareth",Ensajahndo,"Paren (Interpretación Tema Dj Nelson - 50 Centavos)"
"Jah Nazareth",Ensajahndo,"Libre, libre, libreeee"
"Jah Nazareth",Ensajahndo,Eres
"Billy Black Sheep","Puesto Pa' Ti","Puesto Pa' Ti"
Eipih,Actitud,"Actitud   "
"Fortaleza Divina","Te Alabare Oh Jehova (Salmos 9:1)","Te Alabare Oh Jehova (Salmos 9:1)"
B,"Luna De Mediodía ","Luna De Mediodía"
Gasparz,"Con Quien Te La Pasas Afuera","Con Quien Te La Pasas Afuera"
"Demacrado Vhr","Trapstornos Remix","yt5s.com - Demacrado VHR  - Trapstornos "
"Chocko maldy ft Claumoney, Felix Esteib, Saimon, Máximo sebastian, Blackdnorah, El comandante ","Vamos Pa La Disco","Vamos Pa La Disco "
"A Tu Manera","Decido Amarte","Decido Amarte"
Brodk,"Granate ","Granate "
Wata-K,Bandido,"Merengues 80"
Wata-K,Bandido,Bandido
ABRILINK,"Sweet Tonight X Cayó La Noche (Mashup)","Abrilink - Sweet Tonight X Cayó La Noche (Mashup)"
JOSEKA147,"Rimas De 5 Estrellas","Rimas De 5 Estrellas"
"Herederos del Rancho ","Herencia Sierreña","No Me Critiquen-1"
"Herederos del Rancho ","Herencia Sierreña","Mujer Gran Señora-1"
"Herederos del Rancho ","Herencia Sierreña","Equivocacion 1"
"Herederos del Rancho ","Herencia Sierreña","La Ley De Cupido-1"
"Herederos del Rancho ","Herencia Sierreña","Mis Canciones De Amor-1"
"Herederos del Rancho ","Herencia Sierreña","Atrapado 1"
"Herederos del Rancho ","Herencia Sierreña","Cancion De Paz-1"
"Herederos del Rancho ","Herencia Sierreña","Amorsito Consentido-1"
"Herederos del Rancho ","Herencia Sierreña","Palabra De Macho"
"Herederos del Rancho ","Herencia Sierreña","Mi Delito"
"Sinfonía Nazarena","Mix Santiago Nazareno","Mix Santiago Nazareno"
Perla,"Sanchoco (Pa Kongal edit)","Sancocho "
"Sinfonía Nazarena","Muliza Y Carnaval Jaujino","Muliza Y Carnaval Jaujino"
Exilyo,Demo,"05 Al Final (Acustico)"
Exilyo,Demo,"04 Exilyo"
Exilyo,Demo,"03 Bestias Sin Aliento"
Exilyo,Demo,"02 Demonio Soy"
Exilyo,Demo,"01 Intro"
Veinticuatrosiete,"JAMAS VENCIDOS (todo el pinche güato)",Motivos
Veinticuatrosiete,"JAMAS VENCIDOS (todo el pinche güato)",Justicia
Veinticuatrosiete,"JAMAS VENCIDOS (todo el pinche güato)","No Nos Pararan"
Veinticuatrosiete,"JAMAS VENCIDOS (todo el pinche güato)","Jamas Vencidos"
Veinticuatrosiete,"JAMAS VENCIDOS (todo el pinche güato)","Hoy Y Siempre"
Veinticuatrosiete,"JAMAS VENCIDOS (todo el pinche güato)","Jamas Vencidos"
Veinticuatrosiete,"JAMAS VENCIDOS (todo el pinche güato)",D.E.S.A
Veinticuatrosiete,"JAMAS VENCIDOS (todo el pinche güato)","Nunca Cambiare(cover Histeria)"
Veinticuatrosiete,"JAMAS VENCIDOS (todo el pinche güato)","Con Mis Puños"
Veinticuatrosiete,"JAMAS VENCIDOS (todo el pinche güato)",Seguiremos
Veinticuatrosiete,"JAMAS VENCIDOS (todo el pinche güato)","Queretaro Hardcore"
Veinticuatrosiete,"JAMAS VENCIDOS (todo el pinche güato)",Seguiremos
Veinticuatrosiete,"JAMAS VENCIDOS (todo el pinche güato)",Tormenta
Veinticuatrosiete,"JAMAS VENCIDOS (todo el pinche güato)","Mi Promesa"
Veinticuatrosiete,"JAMAS VENCIDOS (todo el pinche güato)","Sin Limites"
Veinticuatrosiete,"JAMAS VENCIDOS (todo el pinche güato)","No Nos Pararan"
Veinticuatrosiete,"JAMAS VENCIDOS (todo el pinche güato)",Avanzar
Veinticuatrosiete,"JAMAS VENCIDOS (todo el pinche güato)","Por Los Mios"
Veinticuatrosiete,"JAMAS VENCIDOS (todo el pinche güato)","Hoy Y Siempre"
"Blacking Ith",Nemona,"Divina 3"
"Andrew EMECE","¿Cómo Se Hace?","¿Cómo Se Hace?"
"Frida Correa","Podcast Proyecto Creativo","Podcast Proyecto Creativo"
"Lucas Tors","Demasiado Tarde","Demasiado Tarde "
"Prod Ecua","Prod Ecua","Beat De Trap Estilo Eladio Carrion X Ovi Instrumental 2022"
"Josue Torrez","Mi Pastor ","Mi  Pastor "
"Josue Torrez","Con Tigo Quiero Estar ","Con Tigo Quiero Estar "
"The Siestones","Visto De Lejos","Visto De Lejos"
Acero,"Mascara  Parte I","Al Final (Bonus Track)"
Acero,"Mascara  Parte I",Gris
Acero,"Mascara  Parte I",Sensaciones
Acero,"Mascara  Parte I","El Juego"
Acero,"Mascara  Parte I","Vamos Entrando"
"Leiss Z","Leiss Z RKT ","Leiss Z RKT"
Dylan,Dylanzz,"Tarea Feb 19"
"Young Kri$",Fuego,Fuego
"Merari Monroy","Te Amo a Ti Mi Dios","Levanta Te Mamá"
"Merari Monroy","Te Amo a Ti Mi Dios","Mi Viejecita "
Juancito,Flash,Flash
Z-Jabetey,RKO-MUSIC.," No Te Voy a Negar"
Z-Jabetey,RKO-MUSIC.," Ponte Seria"
Z-Jabetey,RKO-MUSIC.,"Z-Jabetey: La Perdiste (Oficial Music)"
Z-Jabetey,RKO-MUSIC.,"Z-Jabetey: Te Ame (Official Music)"
Z-Jabetey,RKO-MUSIC.,"Z-Jabetey ft. Juanfer 323 - En La Cheroke Remix (Oficial Music)"
Z-Jabetey,RKO-MUSIC.,"Z-Jabetey: En La Cherokee (Official Music)"
Z-Jabetey,RKO-MUSIC.,"Z-Jabetey: Amor Punto y Final (Official Music)"
Neuralgia,"Frente a Los Brazos De La Muerte",Outro
Neuralgia,"Frente a Los Brazos De La Muerte",Neuralgia
Neuralgia,"Frente a Los Brazos De La Muerte",Interludio
Neuralgia,"Frente a Los Brazos De La Muerte","Historia Moribunda"
Neuralgia,"Frente a Los Brazos De La Muerte","Frente Al Escuadrón "
Neuralgia,"Frente a Los Brazos De La Muerte","Conexión Cerebral"
Neuralgia,"Frente a Los Brazos De La Muerte",Intro
"Gerson Gonsalez","Mi Testimonio","Mi Testimonio"
"Gerson Gonsalez","Seras Feliz","Seras Feliz"
"Gerson Gonsalez","Te Amo Porque Nace","Te Amo Porque Nace"
"Elías Torrez ","En Ti Esperaré ","Sin Rumbo Fijo"
"Elías Torrez ","En Ti Esperaré ","Publicaré Tu Alabanza"
"Elías Torrez ","En Ti Esperaré ","Por Tí Madrecita"
"Elías Torrez ","En Ti Esperaré ","La Iglesia"
"Elías Torrez ","En Ti Esperaré ","Hombre De Honor"
"Elías Torrez ","En Ti Esperaré ","En Tí Esperaré"
"Elías Torrez ","En Ti Esperaré ","En Cada Mañana"
"Elías Torrez ","En Ti Esperaré ","Corazón Humillado"
"Elías Torrez ","En Ti Esperaré ",Agradecido
"Abraham Rayo ","El Orgullo","El Orgullo"
"Abraham Rayo ","Mujer Virtuosa","Mujer Virtuosa"
"Abraham Rayo ","Honrare a Mi Madre","Honrare a Mi Madre"
"Abraham Rayo ","Dia De Lamento","Dia De Lamento"
"Abraham Rayo "," Contra Los Ricos ","Contra Los Ricos"
"Abraham Rayo "," Camino De Muerte","Camino De Muerte"
"Abraham Rayo ","Fiesta De Cumpleaños","Fiesta De Cumpleaños"
"Ngobadoel Cilegon Project","Ngobadoel Cover","Fina NCP - Bila Nanti"
"Derek Mayo Navarrete","Pan ",Reverseded
"Derek Mayo Navarrete","Pan ","Bread by Dereksillo"
"G bleiks ",Bad,"G Bleiks  Bad (Audio Oficial) "
"El Galan ","El Galan ","Yo Soy Quien Soyjueves"
"El Galan ","El Galan ","Significas Todo Para Mijueves"
"El Galan ","El Galan ","Regalo De Reyesjueves"
"El Galan ","El Galan ","Motivo Y Razonjueves"
"El Galan ","El Galan ","Mas Alla Del Solsabado "
"El Galan ","El Galan ","Las Piedras Rodantesjueves"
"El Galan ","El Galan ",Graciassabado
"El Galan ","El Galan ","Ella Quiere Ser Madre "
"El Galan ","El Galan ","Dios Y Hombrejueves "
"El Galan ","El Galan ","Caminos De Michoacanjueves "
"El Galan ","El Galan ","A Mi Manerajueves"
"Heshan Rusiru","Cobra Lk","Cobra Lk"
"DJ Techno Temple","Christmas Techno","Christmas Techno"
"Roni Y Su Legión Del Amor","Onda Sureña Elegante ","Vaso De Cerveza"
"Roni Y Su Legión Del Amor","Onda Sureña Elegante ",Perlita
"Roni Y Su Legión Del Amor","Onda Sureña Elegante ","Migajas De Amorcayetano Studios"
Acero,"Acero En La Plaza Montes De Oca (08-08-2007)","Musica Maestro"
Acero,"Acero En La Plaza Montes De Oca (08-08-2007)","Te Andan Buscando"
Acero,"Acero En La Plaza Montes De Oca (08-08-2007)",Porque
Acero,"Acero En La Plaza Montes De Oca (08-08-2007)",Rastafari
Acero,"Acero En La Plaza Montes De Oca (08-08-2007)",Sensaciones
Acero,"Acero En La Plaza Montes De Oca (08-08-2007)","Hemos Llegado"
Acero,"Acero En La Plaza Montes De Oca (08-08-2007)",Intro
"Pringlersito20 ","Canciones Que No Están en Spotify ","Creeper vs Zombie X Bad Piggies (Randomusicx)"
"Pringlersito20 ","Canciones Que No Están en Spotify ","¿puedo Rapear Mas Rápido Que Zarcort   Kronno vs Zarcort   Letra Y Descarga"
"Hostil Mc","En La Calle Se Comenta","En La Calle Se Comenta"
"Mery Marck",Enamorada,"Mi Familia"
"Mery Marck",Enamorada,Lastimes
"Mery Marck",Enamorada,"Hasta Que"
"Mery Marck",Enamorada,Dolor
"Mery Marck",Enamorada,Amor
"Mery Marck",Enamorada,Enamorada
"Dr. Project","Falso Placebo","Todo Solo Es Hoy"
"Dr. Project","Falso Placebo",Será
"Dr. Project","Falso Placebo",Pared
"Dr. Project","Falso Placebo",Malísimo
"Dr. Project","Falso Placebo",Habitantes
"Dr. Project","Falso Placebo","Espacios Vacíos"
"Dr. Project","Falso Placebo","El Camino a Seguir "
"Dr. Project","Falso Placebo","El Camino a Seguir "
"Dr. Project","Falso Placebo","Donde Guardo Los Recuerdos Que Perdí"
"Luky Castillo","Quedate Conmigo","Quedate Conmigo"
"Nelly San Juan","Esta Copa Va Por Tí","Esta Copa Va Por Tí"
"Los Hattey's","¿Desde Cuando?","¿Desde Cuando?"
"Xaviel El Hijo Prodigo ","Falacia Y Vanidad ","Falacia Y Vanidad "
"Banda Latina Sata Cruz",Apeztosos,Apeztosos
Chelitoiv2,Subiendo,Subiendo
Gottiko,"Los Voy a Matar","Harden Heart Bass"
Taily,Mala,Mala
"Chaco Caponi","Traigan La Botella","Traigan La Botella"
"Ulises Valdeiglesias","A Mi San Pedro","A Mi San Pedro"
"Ulises Valdeiglesias","A Mi San Pedro","Cachora....en Tiempos De Cuarentena..."
"Chaco Caponi","Donde Tu La Quiere ","Donde Tu La Quiere"
"Chaco Caponi","Te Sigo Queriendo","Te Sigo Queriendo "
"Chaco Caponi",Envidioso,"Envidioso "
Alejandro,"Obra De Arte ","Obra De Arte"
"Christian Candia","Pepas Vs","Pepas vs Heads Will Roll Proyecto X Remix  Christian Candia Dj Producer"
"Da Skippy",Contigo,Contigo
"Bien Frappe","Soltero Otra Vez","Soltero Otra Vez"
"Bien Frappe","Por Ultima Vez","Por Ultima Vez"
"hablemos de caos ","Erase Mil Sueño, ","Quiero Ir a Casa"
Villa-Beat,Bésame,Bésame
"Young Flvko","Puesto Pal Éxito","Puesto Pal Éxito"
JPF,"Yo Hago Musica","Yo Hago Musica"
"Erikson De León","No Lo Entenderías","No Lo Entenderías"
"Ax AllMusic",Frezze,Frezze
"Manu West",Relaciones,Relaciones
Lupini,"Get Back","Get Back"
"Manu West",Relaciones,"Las Cosas Cambian"
"Manu West",Relaciones,"Dicen Por Hay"
"Manu West",Relaciones,"La Calle Esta Ardiendo"
"Rubén Jiménez Hidalgo","Hypnotic Techno","Hypnotic Techno"
Magfoy_Music,"Culture ( Deluxe )","Magfoy_Music Ft Calle Oscura #Romantic#"
Magfoy_Music,"Culture ( Deluxe )",""My Love " (Eli Chavas X Wesley Esono X r.black X Deivid Marlay X La Makina)"
dukoo;(,"Vida De Rock","y2meta.com - Duki - Vida De Rock ft.asan (Video) (128 Kbps)"
"Luis Eduardo Montesino","Alabanzas Inéditas ","En Amistad"
"Luis Eduardo Montesino","Alabanzas Inéditas ","Vanidad Y Razon De La Vida"
"Luis Eduardo Montesino","Alabanzas Inéditas ","Tu Vida Cambiara"
"Luis Eduardo Montesino","Alabanzas Inéditas ","Triunfo El Amor"
"Luis Eduardo Montesino","Alabanzas Inéditas ",Recordaras
"Luis Eduardo Montesino","Alabanzas Inéditas ","Por El Camino De La Cruz"
"Luis Eduardo Montesino","Alabanzas Inéditas ",Peregrino
"Luis Eduardo Montesino","Alabanzas Inéditas ","No Hay Mudanza en El"
"Luis Eduardo Montesino","Alabanzas Inéditas ","La Libertad"
"Luis Eduardo Montesino","Alabanzas Inéditas ","En Amistad"
Pngboy,Medianoche,Medianoche
SYM'S,"Sofia Cebollin","Sofia Cebollin"
"J Boi",2007,2007
"Diamond Gunz21","Vespa Life ","Vespa Lifestyle"
"All Saint ",Ballin,"Ballin "
"Aiman 42 Billal Sk","Lambón ","x2download.com - Lambon "
BrandonLux,"Siempre Es Lo Mismo","Siempre Es Lo Mismo"
"Josue Torrez","Amor Sincero","Amor Sincero"
"Lauty Iglesias",Rejunte,"Me Acuerdo De Vos "
"Lauty Iglesias",Rejunte,Juguete
"Lauty Iglesias",Rejunte,"La Pared "
"Lauty Iglesias",Rejunte,"My Girl"
"Lauty Iglesias",Rejunte,"Dia Libre"
Megals,Mega,F1
Omerta,Circadian,Circadian
"Rafael Francko Dj","Rafael Francko Dj","Te Deseo Lo Mejor 2022bad Bunny Ft Dj Freshly vs Naix Bootleg"
"Albertho ML","Mala Mia ","Mala Mia"
Lex,"Die Boy","Evil  X Lex"
Jadix,40tena,Desahogo
Jadix,40tena,Tarde
Jadix,40tena,808
Jadix,40tena,"Rompe Discoteca"
Jadix,40tena,"No Quiero Mas Peleas"
Jadix,40tena,"Judas (Apocalipsis)"
"DREAM YB","New Me",City
"DREAM YB","New Me","Su Mirada"
"DREAM YB","New Me","No Te Hago Reir"
"DREAM YB","New Me","Pa' La Vuelta"
"DREAM YB","New Me","Camino Viejo"
"DREAM YB","New Me","Dile a El"
"DREAM YB","New Me","Sin Saber"
"DREAM YB","New Me","No Pasa Nada"
"DREAM YB","New Me","Sanar Dolor"
"DREAM YB","New Me",Plug
"Jhon Solano","Cáncer De Mama","Cáncer De Mama"
"Gio El Guchi X Dreamiiboi",Recuerdo,Recuerdo
"Emilia Lira",Mariposas,Quiero
"Manu West","Relacion 2","Rock Star La Rompe Discoteca"
"Manu West","Relacion 2","Perdi Mis Brazos"
"Manu West","Relacion 2","Fantasma Del Regueaton"
"Manu West","Relacion 2","Donde Estan Tus Mentiras"
"Manu West","Relacion 2","Auque Ya No Estes"
"Manu West","Relacion 2","De La Calle"
"Manu West","Relacion 2","Mis Demonios"
"Manu West","Relacion 2","Me Rompiste El Corazon"
TheSnick,"Solo Uno","Solo Uno"
"Pedro Jané Cerdans","Canciones De Pedro","Aniversario De Los Papás"
"D-MEN-T ","D-Mencia Lirical","Abran Paso"
"Anuel AA","Street Poem","Anuel Aa - Street Poem"
"Sadoc Joe",Special,"Special "
"Eduardo G.R.S","A Mis 15 Años ","Ya se te olvidó"
"Hijos del Rigor","Hechos De La Nada","Balada Del Eterno Desconocido   La Rebelión De Los Nobles"
"Hijos del Rigor","Hechos De La Nada","Colorado (Héroe Suburbano)"
"Hijos del Rigor","Hechos De La Nada","Por Las Veredas Del San Román (Bajo Belgrano)"
"Hijos del Rigor","Hechos De La Nada","Plomo Líquido"
"Hijos del Rigor","Hechos De La Nada","Esta Noche Rock"
"Hijos del Rigor","Hechos De La Nada","Blues Del Ajedrez"
"Hijos del Rigor","Hechos De La Nada","El Tiempo Nuestro"
"Hijos del Rigor","Hechos De La Nada","Pato's Blues"
"Hijos del Rigor","Hechos De La Nada","Aprenderás (A No Bajar Los Brazos Nunca Más)"
"Hijos del Rigor","Hechos De La Nada","Hechos De La Nada"
"Hijos del Rigor","Hechos De La Nada","María Y La Bandera"
"Israel & New Breed","Tu Me Das","Santificado Sea Tu Nombre"
"Israel & New Breed","Tu Me Das","En La Cruz"
"Israel & New Breed","Tu Me Das","Mi Ofrenda"
"Israel & New Breed","Tu Me Das","A Ese Dios Eterno"
"Israel & New Breed","Tu Me Das","Rey Soberano"
"Israel & New Breed","Tu Me Das","Tu Me Das"
"Israel & New Breed","Tu Me Das","Al Cordero De Dios"
"Israel & New Breed","Tu Me Das","Humilde Vengo a Tí"
"Israel & New Breed","Tu Me Das","Amado Jesucristo"
"Israel & New Breed","Tu Me Das","Confío en Tí"
"Israel & New Breed","Tu Me Das","Yo Te Doy Gracias"
"Israel & New Breed","Tu Me Das","Con Todo Mi Ser"
"Israel & New Breed","Tu Me Das","Una Vertiente"
"Israel & New Breed","Tu Me Das","Tengo Para Tí"
"Israel & New Breed","Tu Me Das","Siento Tu Amor"
"Israel & New Breed","Tu Me Das","Tengo Un Perfume"
"Boyz Smile","Todas Son Igual ","Todas Son Igual"
ZOOYO,"El Futuro","El Futuro"
"Joel Gonzalez","Devuelveme La Vida","Devuelveme La Vida"
Matt1,Matt1,Juan
"Erick Rizo","Descripción De Amor","Descripción De Amor"
"Jei Gimenez ","A Través De Mi Ventana","A Través De Mi Ventana"
McRos,Missing,Missing
"MC Rogerenho","Botadinha Saliente ","Botinha Saliente"
"IL Yisux",Caos,Caos
"IL Yisux","Trap Life","Trap Life"
"Unknown beatz",Señorita,Señorita
"Vincer Wonsam","I'm Lost","Love Is Blind"
"Vincer Wonsam","I'm Lost","I'm Lost"
"Vincer Wonsam","I'm Lost","I Whisper Your Name"
"Vincer Wonsam","I'm Lost","Fall Back"
"Yan Z","Dime Baby","Dime Baby"
"Martin King",""Corona"","Prod. Owby-Enway - Martinking2"
"Josue Torrez","Con Tigo Quiero Estar ","Con Tigo Quiero Estar "
Acidjazzed,"Franquito - Stay","Franquito - Stay"
FlanqitoM,"Brilla, Patricio (Es Un Sandwich De Paté)","Brilla, Patricio "
"Santander Duran Escalona","Palabras Al Viento","Palabras Al Viento "
"Itzy G Funk","En Mi Teoria","Inocencia Perdida "
"Itzy G Funk","En Mi Teoria",Fumar
"Itzy G Funk","En Mi Teoria","En Mi Lowbike"
