artist_name,release_name,song_name
"Rone Campos","Romance Sertanejo","Faz Tanto Tempo"
"Rone Campos","Romance Sertanejo","Falo Nao Quero"
"Rone Campos","Romance Sertanejo","Eu Tenho"
"Camila Peña CORE & Double X","Merecemos Más","Merecemos Más"
"JhonDel Flow","Montame La Pura","Jhondel Flow - Montame La Pura X Ezekiel Fdk, Noxis Guetto, Mc Daimond "
"D Jeykon","Aunque Me Llames Un Farsante","Aunque Me Llames Un Farsante"
"Forhad Hossain Khan",Monas,Monas
Jarking,City,City
"Keith Wolk","Tetra's Monocle","Tetra's Monocle"
Orslok,Lonely,Lonely
"Cris Music","La Nueva Era","En Busca De Ti-Cris"
"eduarda valentini",Harmonia,"Harmonia "
"Mix Nation","Paradise Perfect","Mix Nation - Paradise Perfect"
"Druida Rudraya",Clows,Clows
"Druida Rudraya","Progresive House","Progresive House"
Kinni,Adiós,"Adios X Kinni "
"Rickk Fencer",Fencer,Fencer
"Strange Thoughts",Acabó,Acabó
"7Fvnky Dream","Macarena Papa Liat","Macarena Papa Liat"
Said,Disfruto,Disfruto
"Arsad Khan",Dialogue,Dialogue
"Rodrigo 33","Hola, ¿qué Tal?","Hola, ¿qué Tal?"
"La Crayola","Sin Filtro"," Sin Filtro "
Deltoner,Abismal,"La Reina Muerte"
Deltoner,Abismal,"La Vida en Un Segundo"
Deltoner,Abismal,Elevame
Deltoner,Abismal,How
Deltoner,Abismal,Ermitaño
Deltoner,Abismal,Time
Deltoner,Abismal,Tango
Deltoner,Abismal,"Sombra Sin Hombre"
Yisus,"Camino A La Salvación","Camino A La Salvación"
Plagatek,Aniteknacion,Aniteknacion
"Santop One",Ven,Ven
"Hilario Zuñiga ","La Espina en El Corazon","12 El Temblador"
"Hilario Zuñiga ","La Espina en El Corazon","Te Deje Mi Celular"
"Hilario Zuñiga ","La Espina en El Corazon","Barrancas Del Tucupido"
"Hilario Zuñiga ","La Espina en El Corazon","Caballito Caballito"
"Hilario Zuñiga ","La Espina en El Corazon","Caballo Nuevo"
"Hilario Zuñiga ","La Espina en El Corazon","Asi Me Cueste La Vida"
"Hilario Zuñiga ","La Espina en El Corazon","Pajarito Cristo Fue"
"Hilario Zuñiga ","La Espina en El Corazon","Semana Santa en El Llano"
"Hilario Zuñiga ","La Espina en El Corazon","Tiempos Que Se Fueron"
"Hilario Zuñiga ","La Espina en El Corazon","Amor Desesperado"
"Hilario Zuñiga ","La Espina en El Corazon","La Espina Del Corazon"
"Hilario Zuñiga ","La Espina en El Corazon","Quirpa Criolla"
"Soy Edward Blake",Pirishopo,Pirishopo
Lirroquipa,Horizontes,Horizontes
traglu,Auft,Abges
traglu,Auft,Auft
Asumandão,"Sentído Contrario","Sentído Contrario"
Asumandão,"Sentído Contrario",Juntos
Asumandão,"Sentído Contrario","Si No Estás"
Asumandão,"Sentído Contrario","Día Nublado"
Asumandão,"Sentído Contrario","Milonga De Pelo Largo"
Asumandão,"Sentído Contrario",Héroe
Asumandão,"Sentído Contrario",Quédate
"Lion Roque, Aumente","Chica De Mi Barrio","Chica De Mi Barrio"
"Janet Lago"," Mis Anteriores Composiciones ",Volveran
"Janet Lago"," Mis Anteriores Composiciones ","Amor Sin Condicion"
"Janet Lago"," Mis Anteriores Composiciones ",Vivir
"Janet Lago"," Mis Anteriores Composiciones ","Asi Es Tu Recuerdo"
"Janet Lago"," Mis Anteriores Composiciones ","No Te Voy a Olvidar"
"Janet Lago"," Mis Anteriores Composiciones ",Miami
"Janet Lago"," Mis Anteriores Composiciones ","Llego El Verano"
"Janet Lago"," Mis Anteriores Composiciones ","Viva Nuestro Amor"
"Janet Lago"," Mis Anteriores Composiciones ","Amor Nocturnal"
"Janet Lago"," Mis Anteriores Composiciones ","Yo Te Recuerdo"
"Janet Lago"," Mis Anteriores Composiciones ","Nuestra Noche"
"El Benjaa ","Lo Siento. ","Lo Siento. "
"Janet Lago","Janet, Mis Canciones My Songs, at Piano Style","Key West"
"Janet Lago","Janet, Mis Canciones My Songs, at Piano Style","The Florida Keys"
"Janet Lago","Janet, Mis Canciones My Songs, at Piano Style",Homestead
"Janet Lago","Janet, Mis Canciones My Songs, at Piano Style","The City of the Sun"
"Janet Lago","Janet, Mis Canciones My Songs, at Piano Style","Lamento Tropical (1)"
"Janet Lago","Janet, Mis Canciones My Songs, at Piano Style","Lamento Tropical (Duo)"
"Janet Lago","Janet, Mis Canciones My Songs, at Piano Style","Playa Tropical"
"Janet Lago","Janet, Mis Canciones My Songs, at Piano Style",Marinero
"Janet Lago","Janet, Mis Canciones My Songs, at Piano Style","Eva Estrellita Marinera"
"Janet Lago","Janet, Mis Canciones My Songs, at Piano Style",Caracolito
"Janet Lago","Janet, Mis Canciones My Songs, at Piano Style","Dos Paraisos"
"Janet Lago","Janet, Mis Canciones My Songs, at Piano Style","El Cofre Del Mar (1)"
"Janet Lago","Janet, Mis Canciones My Songs, at Piano Style","El Cofre Del Mar (2)"
"Janet Lago","Janet, Mis Canciones My Songs, at Piano Style","El Aroma Del Mar"
"Janet Lago","Janet, Mis Canciones My Songs, at Piano Style","Dia Tropical"
"Janet Lago","Janet, Mis Canciones My Songs, at Piano Style","Yo Te Recuerdo (2)"
"Janet Lago","Janet, Mis Canciones My Songs, at Piano Style","Yo Te Recuerdo (1)"
"Janet Lago","Janet, Mis Canciones My Songs, at Piano Style","Viva Nuestro Amor"
"Janet Lago","Janet, Mis Canciones My Songs, at Piano Style","Asi Es Tu Recuerdo "
"Janet Lago","Janet, Mis Canciones My Songs, at Piano Style","Asi Es Tu Recuerdo (Duo)"
"Janet Lago","Janet, Mis Canciones My Songs, at Piano Style","Amor Sin Condicion (Duo)"
"Janet Lago","Janet, Mis Canciones My Songs, at Piano Style","Amor Nocturnal"
Rival,Armagedon,Trebuchet
Rival,Armagedon,Puñaladas
Rival,Armagedon,"Nacidos Para Ser Odiados"
Rival,Armagedon,Sobremarcha
Rival,Armagedon,"Generación Violenta"
Rival,Armagedon,Esquizofrenia
Rival,Armagedon,"Corredor De La Muerte"
Rival,Armagedon,Armagedon
"Laiwer G.","Ritmo 3","Ritmo 3"
"I Just","El Pana David","El Pana David"
"Janet Lago",Primeras,"Amor Sin Condicion "
"Janet Lago",Primeras,Vivir
"Janet Lago",Primeras,"Asi Es Tu Recuerdo"
"Janet Lago",Primeras,"No Te Voy a Olvidar"
"Janet Lago",Primeras,Miami
"Janet Lago",Primeras,"Viva Nuestro Amor"
"Janet Lago",Primeras,"Yo Te Recuerdo"
Asumandão,"Andar Y Andar","Sentido Contrario Vol.2"
Asumandão,"Andar Y Andar","Andar Y Andar"
Asumandão,"Andar Y Andar","Estas Aqui"
Asumandão,"Andar Y Andar","Vivir Hoy"
Asumandão,"Andar Y Andar","Como Ver"
Asumandão,"Andar Y Andar","Volver a Comenzar"
Asumandão,"Andar Y Andar",Babylon
skiessDaylight,"Youdontloveme ",Youdontloveme
"Khaled Kairoki",Waves,Waves
"Svgar boy","3 en 3","Moboya(kevin Jues X Svgar Boy)official Audio"
"Svgar boy","3 en 3","Los Hombres No Duermen"
"Svgar boy","3 en 3",Abhe
"Svgar boy","3 en 3","Amano App"
"Svgar boy","3 en 3","Madjuk  Prod by Dj Yankee"
"Svgar boy","3 en 3","3 en 3(svgar-Waka Company)prod by Dj Yankee"
Kirius,"Aplastaste a leviatan","Aplastaste a leviatan"
Ordepmcbo,"Rialshitda ","Rialshitda "
"Kleiver El Grande","You're My Goddess","You're My Goddess"
"Aleix Losa","Lú Belmonte ","Amor en Madrid (Bonus Track)"
"Aleix Losa","Lú Belmonte ","El Vals De Lú"
"Aleix Losa","Lú Belmonte ",Cabecera
"Aleix Losa","Lú Belmonte ","No Es Lo Que Parece + Final"
"Aleix Losa","Lú Belmonte ","El Cumpleaños "
"Aleix Losa","Lú Belmonte ","¿os Acordais De...?"
"Aleix Losa","Lú Belmonte ",Eloy
"Aleix Losa","Lú Belmonte ","¿crees Que Esto Es Amor?"
"Aleix Losa","Lú Belmonte ",Amor
"Aleix Losa","Lú Belmonte ","Pedro Paris"
"Aleix Losa","Lú Belmonte ",Pasodoble
"Aleix Losa","Lú Belmonte ",Sola
Kmikc,"Smoking Like Bob ","Smoking Like Bob "
"Yung Karim","Just Do It ","Just Do It "
"Mim Gamer TV",Edm,"Just Dance"
"Mim Gamer TV",Edm,"Edm Power"
Flame,Litio,Litio
"I$$ac Larry",Yuno,Yuno
Mrtnz^2,"Meme Fighter & Slam Funk Ost","Slam Funkain T"
Mrtnz^2,"Meme Fighter & Slam Funk Ost","Lofienu T"
Mrtnz^2,"Meme Fighter & Slam Funk Ost","Ain T 8bit"
Mrtnz^2,"Meme Fighter & Slam Funk Ost","Ain T 16bit"
Mrtnz^2,"Meme Fighter & Slam Funk Ost","Ain T"
Nonik,Saprol,Saprol
cxcile,881137,881137
"Elian Lyon feat. Luigi El Poeta","No Tiene Sentido ","No Tiene Sentido"
"Island Studio",Invidente,Invidente
"Echeliud La Kompañia ","De La Nada ","Amantes - Echeliud la kompañía"
"David Manzz",Demostrarte,Demostrarte
"Jafet the Bad Monckey",Odisea,Odisea
"Jafet the Bad Monckey","Juego Criminal","Juego Criminal"
"Jafet the Bad Monckey","Quiero ","Quiero "
"Yinette Peralta","Adios Mi Llano Querido","Porque Te Fuistes"
"Yinette Peralta","Adios Mi Llano Querido","Nuestra Despedida"
"Yinette Peralta","Adios Mi Llano Querido","No Quiero Verte Sufrir"
"Yinette Peralta","Adios Mi Llano Querido","Mi San Rafael"
"Yinette Peralta","Adios Mi Llano Querido","Mi Preciosa Quinceañera"
"Yinette Peralta","Adios Mi Llano Querido","La Espera"
"Yinette Peralta","Adios Mi Llano Querido","Kirpa en Guiripa"
"Yinette Peralta","Adios Mi Llano Querido","El Burrito"
"Yinette Peralta","Adios Mi Llano Querido",Atrevidamente
"Yinette Peralta","Adios Mi Llano Querido","Amores Prohibidos"
"Yinette Peralta","Adios Mi Llano Querido","Amor Incondicional"
"Yinette Peralta","Adios Mi Llano Querido","Adios Mi Llano Querido"
"Dj Guaga","Dj Guaga","Volta Bebê, Volta Neném"
"Echeliud La Kompañia ","Amantes ","Amantes - Echeliud la kompañía"
Juberth,"Vean Focus ","Vean Focus "
"Jorge. El Profesor.","Baby Girl","Baby Girl"
"Jorge. El Profesor.","Te Extraño","Te Extraño"
"Silvio Herrero","Las Canciones Viven En El Aire","Las Canciones Viven En El Aire"
"Kpi Lara Videogames",Kpsycho,"Psycho Kpi"
"Kpi Lara Videogames",Kpsycho,Danceflash
"MAKRIXX JM ","La Fabrica De Los Reyes",Master
"Elías Torrez ","Ya No Sufras","Ya No Sufras"
LaPeque46,"Mala Fe","Lapeque46 - Mala Fe"
"Sir Benjamin SHIITAKE ","Motivación ","Motivación- -Ft- -(Sir Benjamin STK X Young Homie X Chris Ba)"
"Tía Juana","De Genuina Tradición","Zulia Colosal"
"Tía Juana","De Genuina Tradición","Reina Del Universo"
"Tía Juana","De Genuina Tradición",Querencia
"Tía Juana","De Genuina Tradición","Lagrimasde Un Pueblo"
"Tía Juana","De Genuina Tradición","Mas Alla De Los Sueños"
"Tía Juana","De Genuina Tradición","La Viejita Cabra Mocha"
"Tía Juana","De Genuina Tradición","La Gaita Invita"
"Tía Juana","De Genuina Tradición","Cuna De Tradición"
"Tía Juana","De Genuina Tradición","Esta Velada"
"Tía Juana","De Genuina Tradición","El Dique Costanero"
"Tía Juana","De Genuina Tradición","De Genuina Tradición"
"Anita Gomes Project",Mantra,Mantra
"GRUPO FOLKLÓRICO LA CEIBA","La Promesa","Oh Margarita"
"GRUPO FOLKLÓRICO LA CEIBA","La Promesa","La Traviesa"
"GRUPO FOLKLÓRICO LA CEIBA","La Promesa","La Ceiba"
"GRUPO FOLKLÓRICO LA CEIBA","La Promesa","Feliz Año a Todos"
"GRUPO FOLKLÓRICO LA CEIBA","La Promesa","El Sueño"
"GRUPO FOLKLÓRICO LA CEIBA","La Promesa","El Puente"
"GRUPO FOLKLÓRICO LA CEIBA","La Promesa","El Pescador"
"GRUPO FOLKLÓRICO LA CEIBA","La Promesa","El Orgulloso"
"GRUPO FOLKLÓRICO LA CEIBA","La Promesa","Ansias De Tí"
"GRUPO FOLKLÓRICO LA CEIBA","La Promesa","A Parrandear"
"GRUPO FOLKLÓRICO LA CEIBA","La Promesa","La Promesa"
"Boyz Smile",Pena,Pena
"Young Silence","Sad Boy","Sad Boy"
"Anuel AA","Dictadura ","Dictadura "
"Lil Monami",Eselemba,Eselemba
Jesent,"Real Dreaming Freestyle 1","Real Dreaming Fresstyle 1 "
Unknown,"Ngo Mime Si","Ngo Mime Si Mime Neya Si"
"Claver Rax",Respect,Respect
Ordepmcbo,"De Un Día Al Otro","y2mate.com - Ordep  De Un Dia Al Otro Ft Anonimo Videolirico"
Flow,Demolición,"Sienten Miedo"
Flow,Demolición,"Soy Flow"
Flow,Demolición,"Si Me Introduzco"
Flow,Demolición,"Rap Dominicano"
Flow,Demolición,"Eso Viene Por Ahi"
Flow,Demolición,"Con Flow No"
Flow,Demolición,"3 Minutos"
"SOP/POM Music Team","Gospel Music","Purihin Ka"
"Ysaac Martinez Marrero","Si Tu Lo Crees (Acústico)","Si Tu Lo Crees (Acústico)"
"Walter Cordero","Aliento De Vida","Aliento De Vida"
"La Dinastía Lozano","Con Todo","Mujer Perfecta"
"La Dinastía Lozano","Con Todo","El Pariaguanero"
"La Dinastía Lozano","Con Todo","Déjate Amar"
"La Dinastía Lozano","Con Todo","Canción a Valencia"
"La Dinastía Lozano","Con Todo","Con Todo"
"La Dinastía Lozano","Con Todo","Ya Voy Llegando a Mi Pueblo"
"La Dinastía Lozano","Con Todo","Sufrimos Por Tu Traición"
"La Dinastía Lozano","Con Todo","Profeta En Mi Pueblo"
"La Dinastía Lozano","Con Todo","Pide Por Esa Boquita"
"La Dinastía Lozano","Con Todo","Mi Esencia"
"La Dinastía Lozano","Con Todo","Hasta Aquí Te Trajo El Río"
"La Dinastía Lozano","Con Todo","De Tí Todo"
"La Dinastía Lozano","Con Todo","Corozo Loco"
"La Dinastía Lozano","Con Todo",Confesión
"La Dinastía Lozano","Con Todo","Amor Verdadero"
"La Dinastía Lozano","Con Todo",Agradecimiento
Boll,Maria,Maria
"Lee Jarden","Luca$ Freestyle","y2mate.com Luca Freestyle Lee Jarden Prodjah"
"Maria Moreno",Ella,Ella
"Tavo Rojas",Nova,"Nova - Tavo Rojas"
Computrix,"Jocelynflores Slo Rev","Jocelynflores Slo Rev"
Jussepe,"Cover's Di Jussepe","Pedrito Mi Pana Jusepe Mix 2"
"ZONA 4","Somos La Ley","Somos La Ley"
Asumandão,"Un Camino Contigo","Un Camino Contigo"
Asumandão,"Un Camino Contigo","No La Busques"
Asumandão,"Un Camino Contigo","La Voz Del Opresor"
g7ux5,"Elmo BZRP Music Seassions by G7ux5","Elmo BZRP Music Seassions"
"Gerr Mix","23 RKT","23 RKT"
Krex,Olvidame,Olvidame
"Flacko 97","Maldito Vicio","Maldito Vicio"
"Flacko 97","Ay Wey!","¡ay Wey!"
"Flacko 97","Apuntan ","Apuntan "
"Marca MP","Te Apuesto","Te Apuesto "
Akashbillbright,Energy,"Akash Bill Bright Musiq Mix"
"Ashlin Thomas",Resol,Resol
JUAWT,"Electro Ibiza Hose","Music House - 1 12 21 18.50 1"
"Kiddo Dravven ","Gaste Mis 18","Gaste Mis 18"
"Kiddo Dravven ","Gaste Mis 18","No Te Puedo Olvidar"
"Kiddo Dravven ","Gaste Mis 18","Por Volverte a Ver"
"Kiddo Dravven ","Gaste Mis 18","Discurso De Bienvenida (Que Quiero Ser)"
"Kpi Lara Videogames","Kpi's Project","Time Let Me Go"
"Kpi Lara Videogames","Kpi's Project",Lofi
"Kpi Lara Videogames","Kpi's Project",Sometimes
"Kpi Lara Videogames","Kpi's Project","Power Funk"
"Kpi Lara Videogames","Kpi's Project","Tiempo De Soñar"
"Matias Deejay ","Titan (Turreo) - matias Deejay ","Titan ( Turreo ) - matias Deejay"
"Pedro Dorta ","Feliz ",Feliz
"Yorney Eduardo Mora","Interplanetario ","Interplanetario "
"Yorney Eduardo Mora",Climax,Climax
Iteo,Iteo,"Hielo "
Iteo,Iteo,"Baddog "
Iteo,Iteo,"No Teme Acerke"
Iteo,Iteo,"Pala, Olla "
Iteo,Iteo,"Lejos, Te Quiero! "
Iteo,Iteo,"Sipp ´he Cupn "
Iteo,Iteo,"Nanana "
Iteo,Iteo,"Loyalty Hurts"
"Yorney Eduardo Mora","Después De Todo ","Después De Todo"
"Yorney Eduardo Mora","El Umbral.","El Umbral"
Iteo,"Lejos, Te Quiero!","Lejos, Te Quiero!"
Iteo,Hielo,Hielo
Iteo,"Pala, Olla","Pala, Olla"
Iteo,Baddog,Baddog
"Will King",Feeling,Feeling
Iteo,"Sipp ´he Cup","Sipp ´he Cup "
"Amigos de Neuro","Cultivamos Bienestar en Nuestras Vidas - Funciones Ejecutivas","Cultivamos Bienestar en Nuestras Vidas - Funciones Ejecutivas"
"Black Music","Barras Olds School","Black Music - Barras Olds School  (Audio Oficial)"
"Yorney Eduardo Mora",Sideral,Sideral
"Kid Mars","kid mars - Millón Ft. Febrero & Negrito Ortega","En Busca De El Millon"
Rafaga,"No Te Vayas","No Te Vayas"
"Hostil Mc","Al Final Ponen Huevo...","Al Final Ponen Huevo..."
"Hostil Mc","Sin Panico","Sin Panico"
"Hostil Mc","Ellos Tan Claro...","Hostil Mc-Ellos Tan Claro "
"El Charro Costeño ","Se Prendio El Chinamo Es ","Se Prendio El Chinamo El Charro Costeño -"
"Hostil Mc","Ellos Tan Claro...","Ellos Tan Claro "
Mantiké,Ep2,"Como Floto"
Mantiké,Ep2,Γαῖα
Mantiké,Ep2,Fantacidio
Mantiké,Ep2,Sillón
Mantiké,Ep2,Jungla
Mantiké,Ep3,"Seguí Subiendo"
Mantiké,Ep3,Vago
Mantiké,Ep3,"O-Ren Ishii"
Mantiké,Ep3,Guaso
Mantiké,Ep3,Éter
Mantiké,Ep3,Trece
Mantiké,Ep3,"Negro Y Rojo"
"Hostil Mc X Joe Phantom X Welcome La Melodía..","Bajamos Calentón...","Bajamos Calentón..."
"Hostil MC
","Pa Curame...","Pa Curame High-Mc (1)"
Dethyr'$,"Papaya and Melón","Papaya Y Melón"
Ocaroz,Probando,Paraeltano
Dethyr'$,´DELUXE,"Papaya Y Melón"
"Free Star","Sad ",Sad
"Davis GM","Perfecta Ilusión","Loco Por Tí"
"Davis GM","Perfecta Ilusión","Mi Vida Para Tí"
"Davis GM","Perfecta Ilusión","Through the Heaven and Beyond"
"Davis GM","Perfecta Ilusión","Quiero Volar"
"Davis GM","Perfecta Ilusión","Libre Como El Viento"
"Davis GM","Perfecta Ilusión","Perfecta Ilusión"
"Davis GM","Perfecta Ilusión","Canción a Mamá"
"Davis GM","Perfecta Ilusión","Buscando Tu Amor"
"Davis GM","Perfecta Ilusión","My Identity"
"Davis GM","Perfecta Ilusión","Vas a Triunfar"
"Hostil Mc",Dinero..,"Dinero..  "
"Hostil Mc","Póntelo Tuuu","Póntelo Tuuu"
"Bryan Albores","Hold On Riddim","Hold On Riddim"
"Hostil MC x Joe Phantom",Error,"Hostil Mc X Joe Phantom .....Error..(ceda muse)prod.bagres..."
"Dieguito G","Oh Mamá","Oh Mamá "
"Joel Filsm","Canto a Lo Tiguere","Canto a Lo Tiguere"
"Orlando Mena Leon Gto ","He Aprendido","He Aprendido"
Yaguar,"No Pierdas La Fe","No Pierdas La Fe"
"JDL Producer","Lagos De Amor","Lagos De Amor Preview"
Beatlab,"Lofi Places","Machu Picchu"
Beatlab,"Lofi Places",Stonehenge
Beatlab,"Lofi Places","Eiffel Tower"
Beatlab,"Lofi Places","The Great Wall"
Beatlab,"Lofi Places",Giza
Beatlab,"Lofi Places",Niagara
"Hostil MC x Joe films x sheylom...",Apechase,"02 - Llego El Cantautor (El Album ) Joel Filz Ft. Hostil Mc & Sheylon - Apechase Full-Hd-Mc"
Djkeivis,"24 Rosas","24 Rosas"
"Nervin Fernández ","¿Por Que Te Vas?","¿Por Que Te Vas?"
"Calvario Death Metal","Dimension de Muerte","Dimensión De Muerte F01"
"Nervin Fernández ","Lo Que Haria","Lo Que Haria"
"Hostil Mc","Donde Tan"," Donde Tan "
"DAP The 7iger","Toc Edition",Kodokushi
"DAP The 7iger","Toc Edition","Nada De Na"
"DAP The 7iger","Toc Edition","Día Y Noche Remix"
"Hostil Mc X Joel Filsm","Me Quiero Casa Con Tigo..","Me Quiero Casa Con Tigo..."
"Nervin Fernández ","No Quiero Que Vuelvas","No Quiero Que Vuelvas"
"Nervin Fernández ","Nuestra Noche","Nuestra Noche"
"Hostil Mc","Me Quiero Casar Con Tigo ","Me Quiero Casar Con Tigo "
"Hostil MC x Doctor MC x Mandrake el Malocorita..",Mamajuana...,Mamajuana
"Los Dukes De Vzla",Dame,Dame
"Los Dukes De Vzla","No Pares","No Pares"
"Los Dukes De Vzla","No Pares","No Pares"
Prado,"Eres Tu","Eres Tu"
"J Vasquez",Adicta,Adicta
"J Vasquez",Erotica,Erotica
"J Vasquez",Descontrol,Descontrol
"J Vasquez",Sintiendonos,Sintiendonos
"BAILA BAILA","El Baile De La Botella",Olvidala
"BAILA BAILA","El Baile De La Botella",Exotica
"BAILA BAILA","El Baile De La Botella","La Ronda"
"BAILA BAILA","El Baile De La Botella","Si Tu Quieres"
"BAILA BAILA","El Baile De La Botella","La Negra Soledad"
"BAILA BAILA","El Baile De La Botella","Pagaras Caro"
"BAILA BAILA","El Baile De La Botella","Los Pibes"
"BAILA BAILA","El Baile De La Botella","Piola Estoy"
"BAILA BAILA","El Baile De La Botella","Pum Pum"
"BAILA BAILA","El Baile De La Botella",Mamucha
"BAILA BAILA","El Baile De La Botella","Manos Arriba"
"BAILA BAILA","El Baile De La Botella","Devolveme La Botella"
"BAILA BAILA","El Baile De La Botella","Sera Porque Te Amo"
"BAILA BAILA","El Baile De La Botella","La Receta"
"BAILA BAILA","El Baile De La Botella",Culo
"BAILA BAILA","El Baile De La Botella","La Botellita"
"Dieguito G","Mosaico 1","Oh Mamá"
"Dieguito G","Mosaico 1","Oh Mamá"
"Dieguito G","Mosaico 1","Leo Dan"
"Dieguito G","Mosaico 1",Abandonarf
"Hostil MC x Joe Phantom","Rico De Cuna","Rico De Cuna"
"Hostil Mc","Rico De Cuna","Rico De Cuna"
theboysnowflake,"Dawn Sound","Theboysnowflake - Relaxing Sound"
Viceneut,"Cr7 Navideño","Siuuuu Navideño"
Cardo,Despedida,"8771c3bc A68a 4f0d 9e15 74caf3c8860f.320"
"Ray Venable 89","Venable Code","Venable Code"
Jdhaf,Verdad,Lento
Jdhaf,Verdad,"La Muerte"
"El Clan De Los God",d'Dior,d'Dior
"Modo jay",Amano,"Waka Company (Modo Jay) "
"Ray0 ","Trapstar Kid ","Trapstar Kid"
Retrete,"Cacerolazo Sonoro","Maldita Plaga"
Retrete,"Cacerolazo Sonoro","Fin Del Show"
"El Coman2 268","Chuckiteo ","Chuckiteo "
"Julión Álvarez Y Su Norteño Banda","El Amor De Su Vida","El Amor De Su Vida"
"Mauricio Lopez Silva",2020,"Fuego a La Escondida"
"Mauricio Lopez Silva",2020,"Corazón Mágico"
"Mauricio Lopez Silva",2020,Olvídame
"Mauricio Lopez Silva",2020,Terrenal
"Mauricio Lopez Silva",2020,Márchate
"Mauricio Lopez Silva",2020,"Besos Y Caricias"
"Mauricio Lopez Silva",2020,"La Abeja Miope"
"Mauricio Lopez Silva",2020,"Las Mulas De Moreno "
"Mauricio Lopez Silva",2020,"La María"
"Mauricio Lopez Silva",2020,"Y Tú"
"Mauricio Lopez Silva",2020,"Ni Lo Intentes"
"Me Enseñaste - (Turreo) - Duki, Sael - Dj Kevin Mix",Remix,"Me Enseñaste - (Turreo) - Duki, Sael - Dj Kevin Mix"
Maxiory,Pablo," Pablo"
ELGRANDTOTO,Chopin,Chopin
"Plaiboy Farty",Gaycordar,Gaycordar
Lerick,"Una Historia ","Una Historia "
Wera,Lento,Lento
Wera,"Melancolía ","Melancolía "
"Black Spirit","Quand Viendra Tu","Quand Viendra Tu"
"TONY DEE","Arsenal De Letras","El General "
"TONY DEE","Arsenal De Letras","Maniático "
"TONY DEE","Arsenal De Letras","El Mejor "
"TONY DEE","Arsenal De Letras",Barras
"TONY DEE","Arsenal De Letras","Arsenal De Letras"
"TONY DEE","Arsenal De Letras","En Dónde Están?"
"TONY DEE","Arsenal De Letras","Ritmo Cardíaco "
"TONY DEE","Arsenal De Letras","El Rap Vive Aquí Conmigo "
"TONY DEE","Arsenal De Letras","Traigo Con Qué  "
"TONY DEE","Arsenal De Letras",Intro
Marto,"Play Algo Mientras",Abril
Marto,"Play Algo Mientras",Regalo
Marto,"Play Algo Mientras",Ani
Marto,"Play Algo Mientras",Santo
Marto,"Play Algo Mientras",Fantasmas
Marto,"Play Algo Mientras",Doli
"Angelo Mendez",Colecciones,"Angelo Mendez - Con Devoción Trap"
"Jorge Carlos",Estrelas,"Eu Tava No Piseiro"
"Jorge Carlos",Estrelas,"Esse Sentimento"
"Sandro Paz","Por Ela","O Problema"
"Sandro Paz","Por Ela","O Amor"
"El Coski, la Percha, El Coman2 & blacka El Mutante",Chuckiteo,Chuckiteo
TRAPPXPE,C.H.L.H,C.H.L.H
"Zaúl Allende",Sinrr,"Siempre Tu"
"Zaúl Allende",Sinrr,Demente
"Zaúl Allende",Sinrr,Vortice
"Zaúl Allende",Sinrr,"Sabes Que Me Tienes"
"Zaúl Allende",Sinrr,"Por Voluntad"
"Zaúl Allende",Sinrr,"En Los Albores"
"DOSIL MUÑOZ","El Alcohol","Dosil Muñoz-El Alcohol"
Akzu,Dealer,"Akzu - Dealer"
"Bryan Albores","Mi Diablo","Mi Diablo"
"Roldy el LobiTo","Dale Pa' Trás","Dale Pa Tras"
melodifyy,Electro,"This Minimal Technology 12327"
Melodifyy,Electro',"This Minimal Technology 12327 [audiotrimmer.com]"
Kai,Pochinkovsky,Pochinkovsky
"Danyel ","Mil Cosas","Mil Cosas "
Bigbaba,"Oscuridad ",Oscuridad
"Dj Momy","La Casa De Papel","La Casa De Papel"
"Principe Damor","Es Imposible Olvidar","Es Imposible Olvidar"
"Igor Lavrov","Miniaturas Revividas De Carlos Figueredo",". Danzeta"
"Igor Lavrov","Miniaturas Revividas De Carlos Figueredo",". Cancion"
"Igor Lavrov","Miniaturas Revividas De Carlos Figueredo",". Valsete"
"Igor Lavrov","Miniaturas Revividas De Carlos Figueredo",". Naderia"
"Igor Lavrov","Miniaturas Revividas De Carlos Figueredo",". Recuerdos De Espana. Improvisacion"
"Igor Lavrov","Miniaturas Revividas De Carlos Figueredo",". Impromptu"
"Igor Lavrov","Miniaturas Revividas De Carlos Figueredo",". Valse Impromptu"
"Igor Lavrov","Miniaturas Revividas De Carlos Figueredo",". Copla"
"Igor Lavrov","Miniaturas Revividas De Carlos Figueredo",". Campanas"
"Igor Lavrov","Miniaturas Revividas De Carlos Figueredo",". Preludio"
"Igor Lavrov","Miniaturas Revividas De Carlos Figueredo",". Sonatina № 1, 3er Movimiento «alegretto»"
"Igor Lavrov","Miniaturas Revividas De Carlos Figueredo",". Sonatina № 1, 2do Movimiento «un Poco Lento»"
"Igor Lavrov","Miniaturas Revividas De Carlos Figueredo",". Sonatina № 1, 1er Movimiento "
"Igor Lavrov","Miniaturas Revividas De Carlos Figueredo",". Giga"
"Igor Lavrov","Miniaturas Revividas De Carlos Figueredo",". Corriente"
"Igor Lavrov","Miniaturas Revividas De Carlos Figueredo",". El Cumpleanos De La Infanta "
"Sanduck Villas","Bueno Aires","Bueno Aires"
Hanzell,"Søul & Neøn",Neøn
Hanzell,"Søul & Neøn",Søul
"Wesley Esono","Culture ","Wide Fen Ecsena"
