artist_name,release_name,song_name
"Kishan Bairwa Kanyakheri","Matlab Walo Pyar Rimex","Matlab Walo Pyar"
"Sintu Surya","मुरौती के मेलावा में मिलबो","मुरौती के मेलावा में मिलबो"
"Shivam Raaz","4 Saal Se","4 Saal Se"
"Shivam Raaz","Pyar Ek Dard Rap Version","Pyar Ek Dard Rap Version"
आditya,Someone,"Someone "
"Worst Case Scenario",Baatein,Baatein
Royalchattisgarhiya,"Mor Falani Cg Song 2022","Mor Falani Final"
"Nk Lucifer x Aiden ",Fly,Fly
"Samyak Sarwade","Aashiq ","Aashiq "
"Ak Khanna","Sanam Re 2 New Hindi Song Ak Khanna","Sanam Re2222"
"Udbhav Thudgar","My Lo-Fi","My Lo-Fi"
"Shubham meena ","Tune Kaha","Shubham Meena"
"DJ Deepu King Guna","Dada Dada Dj Remix","Dada Dada - Mix by Dj Deepu Guna 9111784325"
"DJ Deepu King Guna","Chale Aana Dj Remix","Chale Aana {De De Pyar De}={slow Punch}=(gms-King)- Mix by Dj Deepu Guna 9111784325"
"Shubham meena","Tune kaha ","Shubham Meena"
"Jainesh V","Piya Bawari ","Piya Bawari"
"Abhimanyu Kaul",Pinjar,"Pinjar by Abhimanyu"
"Prasang Misra","Chaand Tujhko","Chand Tujhko"
"Anukalp Ayan",Beshabriyan,Beshabriyan
WittyNish,"Don't Listen to This at Night","Don't Listen to This at Night"
"Abhishek Rce","Sidha Shot","Sidha Shot"
"Naseeb Sindhu","Tok Laag Ja","Tok Laag Ja"
"Abhishek Rce","Bye Teachers","Bye Teachers"
IPRINCE,"Yeh Jo Teri Blue Eyes","Yeh Jo Teri Blue Eyes"
"Aabyd Khan","High Rated Gabbru","High Rated Gabbru"
"Ziddi Raj","Spacial Dj Dhamaka ","Spacial Dj Dhamaka"
"Deelip kamta","Aadiwasi Song","उनावा ना दहडा पाय मा ततो लागे Singar  Microphone  Dilip ( 128kbps )"
"Alencer Thakur","Kuch Log","Kuch Log"
"Eternal Kshitiz","Bollywood Mashup","Bollywood Mashup"
"GABBAR Jassi mahant 36","Gabbar Jassi Mahant 36","Gabbar Jassi Mahant 36"
Xeviear,"15va Saal","15Va Saal"
"Mayur Sagar","Pyar Ki File","Pya Ki File "
"D Masih","Area 05","Aaaarea 055 Aefmtconversion1640420205833"
"GANESH KUMAR","Dheere Dheere Nagpuri Song","Dheere Dheere Nagpuri Song"
"Dilkhush Nangal &, R S Raisar","Chori Mara Dil N","Chori Mara Dil N"
"Dilkhush Nangal","Dil Mara M Le","Dil Mara Mt Le"
"GANESH KUMAR","14 February Nagpuri Song","February Nagpuri Song"
"Pankaj 57","Pankaj 57","Pankaj 57"
Kribm,Dripp,Dripp
Anthony-Tony,"Mor Nazro Se Dur","Mor Nazro Se Dur"
MECKEY,"Title Haryanvi ","Title Haryanvi "
AJ,"Dard Hai","20220120 720p 320kbps"
"Jainesh V","Wada Raha (Instrumental)","Wada Raha (Instrumental)"
"Zaid Khan","Zara Sa","Zara Sa"
"Neeraj khatik loni","Jatav Khatik Valmiki sher","Neeraj Khatik Loni Song Finale"
"Swati Taparia ","My Life at Bits Pilani"," My Life at Bits Pilani"
"Rahul Matour Aala","Don't Talk","Don't Talk"
Aditi,"Udd Ja Kale Kawa","Udd Ja Kale Kawa"
"Faaiz Choudhury","Aaya Na Tu Unplugged      ","Aaya Na Tu Unplugged"
"Dj Shiva Smiley","Pardhi Walon Ki || All Dj Mix Songs || 2022","Pardhi Walon Ki || All Dj Mix Songs || 2022"
"Shubham meena","Kasoor Cover","Kasoor Cover"
"Harsh Khaire","Tera Raasta Choodu Na","Tera Raasta Main Choodu Na"
"Ayan Khan",Talaash,Talaash
"Shri Draupadi Giri G Maharaj",Aarti,"Tulsi Mata Aarti"
"ANUKALP . AYAN ","Bollywood Mini Mashup : Propose Your Valentine ","Mini Mashup"
"Kavya Bhojwani",Mishri,Mishri
"Drawets Mrong","Na'an Krara","Na'an Krara"
"Yagnik Bhandari","Yalgaar in Yb Voice","Yalgaar in Yagnik Bhandari Voice   Yb Production   Ry Vlogs   #Yb #Yagnikcreations #Yalgaar"
"Kishan Bairwa Kanyakheri","Sona Kitna Sona Hai Rimex","Sona Kitna Sona Hai"
"Bunty Raj RB","Latest Pahari Song | Blind Crush Vol - 1. | Bunty Raj RB | Ziddi Raj | RB PAHARI","Blind Crush Vol - 1"
"Mithil Khose",Faasle,"Faasle "
"Surya Sawan","Aashiquo Mein","Bewafa Re Tu Na Samghi Meri Wafae"
"Surya Sawan","Aashiquo Mein","Pyar Chahiye Sanam Tera..."
"Surya Sawan","Aashiquo Mein","Behal Hua Re Mera Jeeya Fair Mein Pad Gyon Re..."
"Surya Sawan","Aashiquo Mein","Behal Hua Re Mera Jeeya Fair Mein Pad Gyon Re"
"Surya Sawan","Aashiquo Mein","Naina Jo Lad Gayon"
"Surya Sawan","Aashiquo Mein","Dil Ka Hain Ye Mamla Thodi-Si Ho Jaane Do"
"Surya Sawan","Aashiquo Mein","Pyar Chahiye Sanam Tera"
"Surya Sawan","Aashiquo Mein","Gadar Gayi Hain Teri Jawani"
"naach meri rani","Adhesh Bhogta","Nach Meri Rani 2   New Nagpuri Sadri Dance Video 2022   Anjali Tigga Santosh Daswali   Vinay Kumar(128k)"
"Shivam Raaz","Tu Kar Sabar","Tu Kar Sabar"
Anikxt,"Sangeen ",Sangeen
"Prince Bajpai",Lost,Lost
"Vaibhav Santosh Naik","Tu Meri Thi Main Tera","Breakup Beat - Tu Meri Thi Main Tera- (odiasongs.cc)"
"Ataullah Rakib","Phir Bhi Tumko Chahunga","Phir Bhi Tumko Chahunga"
"Shubham Rangra","Hookah Bar (Lofi)","Hookah Bar (Lofi)"
"Shubham Rangra","Chammak Challo ","Chammak Challo "
Sanxg7,Benjo,Benjo
"DJVICKY INDIA","Zara Zara","Zara Zara"
"Dilkhush Nangal","Rg Janu Mari","Rg Janu Mari"
"Pawan kujur","Shadi Kar Wada ","Shadi Kar Wada "
"Team Tushar","Ruthless Second Version ","Ruthless Second Version "
"Pawan kujur","Shadi Kar Wada","Shadi Kar Wada"
"Eternal Kshitiz","Breakup Mashup","Breakup Mashup"
"Zaid Khan","Only Me","Zara Sa"
"Zaid Khan","Only Me","My Grand "
"Zaid Khan","Only Me","Mera Bhai"
"Zaid Khan","Only Me","Beat Do"
"Surya Sawan","Dil Hain Bewafa Tera","Jabse Mughko Pyar Hua..."
"Surya Sawan","Dil Hain Bewafa Tera","Mahi Ve Mahi Ve Tera..."
"Surya Sawan","Dil Hain Bewafa Tera","Mera Jaisa Launda..."
"Surya Sawan","Dil Hain Bewafa Tera","Tughko Mera Hain Vasta..."
"Surya Sawan","Dil Hain Bewafa Tera","Dil Hain Bewafa Tera..."
"Surya Sawan","Dil Hain Bewafa Tera","Ho Jata Hain Wo Pagal..."
"Surya Sawan","Dil Hain Bewafa Tera","Kaise Bhoola du...sta.m"
"Surya Sawan","Dil Hain Bewafa Tera","Land Choos,.."
Nirbhay,Underground,Underground
"Dilkhush Nangal","Dil Su N Chato To","Dil Su N Chato To"
Tanmay,"Raat Baaki","Raat Baaki"
"Raju Awale","Jindgi Ye Meri Yeshu Ki Ho Gai","Jindgi Meri Yeshu Ki Ho Gai"
TheMadWriter,Tanhaiyaa,Tanhaiyaa
"Dilkhush Nangal","Dil M Aajyagu Sunami","Dil M Aajyagu Sunami"
"Shivam Raaz","Esa Kyu","Esa Kyu "
"Sahil Bhoir , Aniket","Bolo Na Tum Bhi (Remastered)","Bolo Na Tum Bhi (Remastered)"
"Veer Khushdil  ","Ziddi Raj","Ziddi Raj"
"Veer Khushdil","pakhli shoriye","Pakhli shoriye"
Hypxr,"Pass Me Ni Tu","Pass Me Ni Tu"
"Eternal Kshitiz","Chitthi Na Koi Sandesh","Chitthi Na Koi Sandesh"
"Ashna V Raju","Mor Dil Ker","Mor Dil Ker "
"Nipun Prakash","Shakthi (H)","Shakthi (H)"
"Aabyd Khan","O Antava","O Antava"
"Dilkhush Nangal","Chhori Aaj (karpal Nehda)","Chhori Aaj (Karpal Nehda)"
"Veer Khushdil","Rituye Chali College","Rituye Chali College"
"Sm Ravi Chauhan ","Deep in the Breath","Aud 20220123 Wa0000"
"Suraj Vishwakarma","Ye Kaala N Tic Boys","Ye Kaala N Tic Boys"
"Veer Khushdil  ","Anni Ri Rinuye","Anni Ri Rinuye"
"Waysol Music","Baspan Ka Pyaar","Baspasn Ka Pyaar (Prince Remake) "
"The Puneet Bhardwaj","Walk To Wagon","Walk To Wagon"
"Harshil Anuwadia","Hamari Adhuri Kahani Instrumental","Hamari Adhuri Kahani Instrumental"
"DJ Deepu King Guna","Srivalli (Pushpa)-Dj Remix","Srivalli - Mix by Dj Deepu Guna 9111784325"
Nepsta,"Still Love You","Still Love You"
"Namo Mahngi Pradhan Meena","Lambi Kad Laaj","Lambi Kad Laaj"
"Sonu Aluda Pradhan Meena","Nat Mat Jyan Khabala","Nat Mat Jyan Khabala"
"Ziddi Raj","Fast Edm Trance Blast 2022    ","Fast Edm Trance   Blast 2022     "
Russhhhi,"Hamdard (Lofi)","Hamdard ( Lofi )"
"Sonu Aluda Pradhan Meena","I Love U I Miss U","I Love U I Miss U"
"Dheeru Fulwara","Disco Bharatpur","Disco Bharatpur"
"Dheeru Fulwara","Anju Beat","Anju Beat"
Emsh,"Mera Flow","Mera Flow"
"Aamir Khan","Bawandar 2.0","Bawandar 2.0"
"John Justin","Khuda O Khuda Dil Mera ","Khuda O Khuda Dil Mera"
"Yogesh Yogy","Ye Waqt Ek Kaarwaan Hai","Ye Waqt Ek Kaarwaan Hai"
"Mehak Kaur","Tere Hai Hum (Lofi Remake)","Tere Hai Hum (Lofi Version)"
"Arijit Singh, Shridhar Singh","Phir Le Aaya Dil","Phir Le Aaya Dil"
"Jitesh Pachwara","Jitesh Pachwara","Jitesh Pachwara"
"Yogesh Yogy","Ye to Meri Bhi Chahat Nahi","Ye to Meri Bhi Chahat"
"Sahil Bhoir","Bolo Na Tum Bhi (Remastered)","Bolo Na Tum Bhi (Remastered)"
"Yogesh Yogy","Gham E Haalat Se Haasil Hua","Gham E Haalat Se Haasil Hua"
"Yogesh Yogy","Meri Baatein Agar Tumhe ","Meri Baatein Agar Tumhe"
"Mc Sujal","Ruka Nhi","Ruka Nhi"
"Akhilesh Anand","Bahana Ko Jitana Hai","Bahana Ko Jitana Hai"
"Anjali Khandelwal","Aye watan","Aye Watan Tere Liye - Audio"
"Dheeru Fulwara","Kuchh Aur(anju)","Kuchh Aur(anju)"
"Da Joe X Kalakaar","Money to Burn",Hisar
"Da Joe X Kalakaar","Money to Burn","Aud 20220123 Wa0011 Aetrim1642935435193"
"Yogesh Yogy","Dil Todkar Humara","Dil Todkar Hamara"
"Yogesh Yogy","Ek Din Jo Gujra","Ek Din Jo Gujra"
"DJ DEEPU GUNA","Fark Nhi Padta Dj Remix","Tu Ja Ab Fark Nhi Padhta ={slow Punch=(gms-King)- Mix by Dj Deepu Guna 9111784325"
"Yogesh Yogy","Peene Ke Baad Tu ","Peene Ke Baad Tu"
"Yogesh Yogy","Main Tera Saaya","Main Tera Saaya"
"Dj Anupam Tiwari","Kar Lo Tum Kadar Humari ","yt5s.com - Kar Lo Tum Kadar Humari    Dj Remix "
"Momin Ali Wajid","Meri Tarah Pyaar","Haske Marakta Hai"
"Eubat Khakha","Mor Se Toy Dil Todi Ke Nagpuri Bewafa Song","Mor Se Toy Dil Todi Ke Nagpuri Bewafa Song"
"Momin Ali Wajid","Mujhko Mila Gham","Mujhko Mila Gham"
"Momin Ali Wajid","Meri Zindagi Hai Tu","Meri Zindagi Hai Tu"
"Bella Goh","Cloudy Mood",Sing
"Bella Goh","Cloudy Mood",Dance
"Bella Goh","Cloudy Mood",Party
"Bella Goh","Cloudy Mood",Great
"Bella Goh","Cloudy Mood",Happy
"Bella Goh","Cloudy Mood",Rock
"Bella Goh","Cloudy Mood",Pop
"Bella Goh","Cloudy Mood",Rap
"Bella Goh","Cloudy Mood",Sad
"Bella Goh","Cloudy Mood",Cloudy
V-KaY,"Koi Nahi","Koi Nahi v Kay Master"
"Bunty Raj RB","Blind Crush Vol - 1","Blind Crush Vol - 1"
"Mahendra Bagpura","Mahri Radha Mahri (Kanaram Thali)","Mahri Radha Mahri (Kanaram Thali)"
"Momin Ali Wajid","Momin Ali Wajid Live","Janam Janam Unplugged Momin Ali"
"Udbhav Thudgar","Saazish Lofi Flip","Saazish | Bhuvan Bam | Lofi Remix(256k)"
"DJ DEEPU GUNA","Round 2hell X Tik Tok Dj Remix","Round 2 Hell X Tik Tok R2h Music=(gms-King)- Mix by Dj Deepu Guna 9111784325"
"Kishan Kumar Jha","Bhool Gye Honge","Bhool Gye Honge"
"Akhoon faiz ","Na Jaane","Musa Send "
"MAYANK STARK","Bharat Mera Desh","Bharat Mera Desh"
"Rahul Boss","Delhi Wali Slang","Delhi Wali Slang"
"Abhimanyu Kaul",Pinjar,Pinjar
"Meethalal Nakwal","Pyar Ho Jayega ","Pyar Ho Jayega"
"Sonu Aluda","I Love U i Miss U ","I Love U i Miss U"
"POWDER LAGAKE By Jassi mahant 36","Powder Lagake by Jassi Mahant 36","Powder Lagake Magroove"
"Dilkhush Nangal, Raaj Meena Mahangi","Raj Katro Kut","Raj Katro Kut"
"Abhishek Rce","Chopper Flow","Chopper Flow"
"Ankit Mathur","Dhobi Ke Deshi Chhore","Dhobi Ke Deshi Chhore"
"Dark andhera","No Reason","Wrong Way"
"Dark andhera","No Reason","Wrong Person"
"Dark andhera","No Reason","No Reason"
"Dark andhera","No Reason","No Words"
"Jawad Khan","Bewafa ",Bewafa
"Kamal Sharma","Latest Love Song Mashup 2022","Latest Love Song Mashup 2022"
Ragnor,"Immortal ",Immortal
"Zohn Tandon Bey","Bong Oi Mirlori","Bong Mona"
"Zohn Tandon Bey","Bong Oi Mirlori","Kanghon Jongsi"
"Zohn Tandon Bey","Bong Oi Mirlori","Chetongtelo "
"Zohn Tandon Bey","Bong Oi Mirlori","Vangkangtung Kanghon"
"Zohn Tandon Bey","Bong Oi Mirlori","Kangreng Asining"
"Zohn Tandon Bey","Bong Oi Mirlori","Bong Oi Mirlori"
"Zohn Tandon Bey","Bong Oi Mirlori",Barakthang
"Ganesh Kumar hempur","Khoya Khoya Chand Re Sad Nagpuri Song","Khoya Khoya Chand Re Sad Bewafa Nagpuri Song"
MADGOD,"Underground Rap",Underground
"DJ Deepu King Guna","O Aasman Wale Dj Remix","O Aasman Wale ={jubin Nautiyal} ={slow Punch}=(gms-King)- Mix by Dj Deepu Guna 9111784325"
Maharaja,One,One
"Jittu King","Yaad Mein","Yaad Mein"
"जमींदार ऋषि","फोटो बैठ बगल म खींच कालो लहंगो बदमाश","Singer Veersingh Banota New Song 2021।। सिंगर वीरसिंह बनोठा न्यू सॉन्ग 2021(128k)"
Ayxshmxn,"Gul Lofi (Slowed + Reverb ) ","Gul  Lofi "
"Y Men","Still Me","Still Me "
"Amartya Shrungare ","Tune Jo Na Kaha - Piano ",Editi
"जमींदार ऋषि","म्हारो माधोपुर बदमाश","म्हारो माधोपुर बदमाश"
"Ganesh Kumar hempur","Jheth Sirai Gelek Nagpuri Song","Jheth Sirai Gelek Nagpuri Song"
"Jassi mahant 36","Chappal ",Chappal
"Jassi Mahant 36","Chappal Top ","Chappal Top"
"Mukesh singh","Lal Bangdi","Lal Bangdi"
"Shoty Ke Body By Jassi mahant 36","Shoty Ke Body by Jassi Mahant 36","Chappal Shoty Ke Body"
"Deep The Artist ","Awaara Hindi Rap Song 2022","Awaara Hindi Rap Song 2022"
"DEVA MVC","Katne Ka Season","Katne Ka Seaoson"
"Dj Vicky Raghogarh","Oo Bolega Pushpa"," Oo Bolega Pushpa "
"Devesh Dewangan","Hath Thela (Cg Song)","Hath Thela (Cg Song)"
"Ganesh Kumar hempur","Toke Moke Re Selem Jodi Theth Nagpuri Song","Toke Moke Re Selem Jodi Theth Nagpuri Song"
"Reshab lot ","Broken ","Reshab Lot-Chhod De Rap Song "
"Vivan Studio Paparda","Saryu Katb Jati","Saryu Katb Jati"
"Siddharth Soni","Mor Chhattisgarh Ke Mati","Mor Chhattisgarh Ke Mati"
"Siddharth Soni","Mahamai Ke Visarjan","Mahamai Ke Visarjan"
"Sugna bai","Rajsthani Song (Chorya Jao Ye Rajbnasa  Ne Ley Aao )","New Mara Raj Bansa  Ne Len Aavo"
"DAMANPREET SINGH","Kahaniyaan 2.0","Kahaniyaan 2.0"
Shatic,"Everybody Dies in Their Nightmares ","Edin Remix Spotify"
"Deep Eye",Damdaar,Damdaar
"Aakash Khiladi","Laado X Love","Laado X Love"
"Shankar Bhidudi","Nya Gave Ka Dev Ji","Nya Gave Ka Dev Ji"
"Sunny Singh",Khurapath,Khurapath
"Roshan Mehta","The Modern","Modern Hip Hop 28 01 2022 03 24"
Garv,Recap,"Intro Final Master Track"
"गयक ओम प्रकाश भैया","मोतनी का विवाह-1","मोतनी का विवाह-1"
YoungHeart,"Che Kus Te Mai Khes Ham","Landr Youngheart Che Kus Te Mai Khes Ham Balanced Medium"
"Bolo NA Kyu Ye Chand Sitare ","Bolo Na Kyu Ye Chand Sitare ","Bolo Na Kyu Ye Chand Sitare "
"Raaj Thakur Muskan Passi","Jaan Vaar Dunga ","Taj Ishq Da  Full Video  New Punjabi Song 2021 Raaj Thakur ft.muskan Passi..(128k)"
"Sandeep Minj","Tera Mera Rista Purana","Tera Mera Rista Purana"
"Sandeep Minj","Fir Kabhi ","Orignal Fir Kabhi"
"Sandeep Minj","Tujhse Naraz Nahi Ye Zindgi ","Tujhse Naraz Nahi Ye Zindagi "
"गयक ओम प्रकाश भैया","Motini Ka Vivah Bhag 2 Gayak Omprakash Bhaiya","मोतनी का विवाह पार्ट -(2)गायक-ओम-प्रकाश भैया  ( 480 X 854 )"
"गयक ओम प्रकाश भैया","Motni Ka Vivah Bhag 3 Gayak Omprakash Bhaiya","मोतनी-का-विवाह भाग 3-ओमप्रकाश भैया की आवाज मे ( 480 X 854 )"
"गयक ओम प्रकाश भैया","Motini Ka Vivah Bhag 4 Gayak Omprakash Bhaiya","मोतनी-का-विवाह भाग 4ओमप्रकाश की आवाज मे   Mot ( 480 X 854 )"
"Ganesh Kumar hempur","Jan Gelek Guiya Re Tor Mor Pyar Ke Old Nagpuri Song","Jan Gelek Guiya Re Tor Mor Pyar Ke Old Nagpuri Song"
"Om Prakash bhaiya","रानी मंझा का बनवास भाग 1 गायक ओम प्रकाश भैया","रानी मंझा का बनवास भाग 1 गायक ओम प्रकाश भैया"
"Ganesh Kumar hempur","Guiya Toy Full Kar Kali Old Nagpuri Song","Guiya Toy Full Kar Kali  !!  Nagpuri Song 2021  !! Ganesh Kumar Hempur"
"गयक ओम प्रकाश भैया","Rani Manjha Ka Banvas Bhag 2 Gayak Omprakash Bhaiya","Rani Manjha Ka Banvas Bhag 2 Gayak Omprakash Bhaiya"
"गयक ओम प्रकाश भैया","Rani Manjha Ka Banvas Bhag 3 Gayak Omprakash Bhaiya","रानी मांझा का बनवास भाग 3 गायक ओमप्रकाश भैया  ( 358 X 640 )"
"Ganesh Kumar hempur","Koi Bhi Nahi Hai Lover..        Ganesh Kumar","Koi Bhi Nahi Hai Lover New Nagpuri Song 2021  Apni Nagpuri Adda   Ganesh Kumar Hempur144p"
"GURU RANDHAWA","Hill Town","Main Chala "
"Kamal Singh Thakur Dilwar","Sabre Vyanjan Khulla Kare","Sabre Vyanjan Khulla Kare "
"Aesthetic Sounds","Bandeya Rey Bandeya Slowed and Reverbed","Bandeya Rey Bandeya Slowed and Reverbed"
"Dj Vicky Raghogarh","Pasand Mainu ","Pasand Mainu  Dj Remix"
"Nacson Wee",Ambelioue,Inspired
"Nacson Wee",Ambelioue,Resourceful
"Nacson Wee",Ambelioue,Anxious
"Nacson Wee",Ambelioue,Energetic
"Nacson Wee",Ambelioue,Soaring
"Nacson Wee",Ambelioue,Industrious
"Nacson Wee",Ambelioue,Earnest
"Nacson Wee",Ambelioue,Eager
"Nacson Wee",Ambelioue,Aggressive
"Nacson Wee",Ambelioue,Ambelioue
"Mr. Mahfuz","Phir Bhi Tumko","Phir Bhi Tumko"
"Ganesh Kumar hempur","14 February !! Milo Milo Kahti Ho Jaan 2022","February. Milo Milo Kahti Ho Jaan 2022"
"Ayush Karma","Khuda Kare Tu Bhi Chala Aaye","Khuda Kare Tu Chala Aaye"
"Dj Vicky Raghogarh","Intro Dj Vicky ","Intro 2022 Mix"
"Yogesh Yogy","Khub Mile Hume Humsafar","Khub Mile Hume Humsafar खूब मिले"
"Yogesh Yogy","Na Jane Kaisi Ye Chubhan Hai ","Naa Jane Kaisi Ye Chubhan"
"Kavi ","Notebook ","Notebook Kavi"
"Om Prakash bhaiya","Rani Manjha Ka Banvas Bhag 4 Gayak Omprakash Bhaiya","मोतनी-का-विवाह भाग 4ओमप्रकाश की आवाज मे   Mot ( 480 X 854 )"
"Rohit Yaduvashi","Tujh Mein Rab Dikhta Hai","y2mate.com - Dj Nyk  Tujh Mein Rab Dikhta Hai Future Bass Mix"
"Rohit Yaduvashi","Param Sundari"," Param Sundari   "
"Shivam Raaz","King Kong","King Kong "
Shatic,"Edin RMX","Edin Remix Spotify"
"Dil Ko Naam (Sukhlal Matwas)","Dilkhush Nangal, Mahendra Bagpura","Dilkhush Nangal, Mahendra Bagpura"
"Jaikant Bhardwaj","Kabhi Kabhi ","Kabhi Kabhi"
"Kaptan khan","कसे भुलगी पड़ोसन मेरी जाने","Padosan Meri Jaan Mk(256k)"
"Yogesh Jain","Navkar Mantra","Navkar Mantra"
"Bishu Roy","Bhangra Upmix","Bhangra Upmix"
Mr.nirmal_verma_,"Hookah Bar Slowed + Reverb","Convert 2filesmerged 31012022"
"Mukesh Marko","Gheri Bheri Deke Mola","Gheri Beri Deke Mola"
"Sahil Bhoir , Aniket ","Bolo Na Tum Bhi (Remastered)","Bolo Na Tum Bhi (Remastered)"
"Shri Draupadi Giri G Maharaj","Satguran Da Pyaar","Satguran Da Pyaar"
"Sanjay Premi","Jar Lagta","Jar Lagta"
"Akash Srivastava",Saath,Saath
"Pahari Baba Hi-tech Bihar No.1","Nimiya Ke Dhariya Ye Maiya ","Nimiya Ke Dhariya Ye Maiya Radheshyam Rasiya"
"Sanjay Premi","Jat Baru Chhori Ke","Jat Baru Chhori Ke"
"Sanjay Premi","Marb Goli Kapar Me","Marb Goli Kapar Me"
"Sanjay Premi","Sautin Ke Khudi Charta","Sautin Ke Khudi Charta"
"Raushan Rathor","Lahange Me Ghusai Debau","Lahange Me Ghusai Debau"
"Akshay Kishore","I Love You","I Love You "
"Mr. Mahfuz","Jeena Jeena","Jeena Jeena"
"Ashay Srivastav ","Uska Hi Banana","Uska Hi Banana   Ashay Srivastav    #Newyear2022"
"Ashay Srivastav ","Main Dhoondne Ko Zamane Mein","Main Dhoondne Ko Zamaane"
"Heera Lal Saini Haripura","मत तोड़ री प्यार","मत तोड़ री प्यार"
"Heera Lal Saini Haripura","मत तोड़ री प्यार","मत तोड़ री प्यार"
"Mehak Kaur","Jalta Fitoor","Jalta Fitoor"
"Mehak Kaur","Teri Kasam","Teri Kasam"
"Mehak Kaur","Taaron Ki Duniya","Taaron Ki Duniya"
"Addy ","Chill Karoon","Chill Karoon"
"Heera lal saini haripura","बोलेरो गाड़ी को","बोलेरो गाड़ी को"
H6TEEN,Naujavaan,Naujavaan
"Manya Bhagchandani","Bas Thodi Der","Bas Thodi Der"
"Heera Lal Saini Haripura","मत तोड़ री प्यार","मत तोड़ री प्यार"
"Heera Lal Saini Haripura","डियो ड्राइवर जणबाली बोलेरो गाड़ी को","डियो ड्राइवर जणबाली बोलेरों गाड़ी को!"
"Raushan Rathor","Marbabela Bolable Ba","Marbabela Bolable Ba"
IamSonuJarwal,"Valentine Love Mashup","Valentine Love Mashup "
IamSonuJarwal,"Valentine Mashup 2022 | Romantic Love Mashup","Valentine Mashup Romantic Love Songs Mashup"
"Ankit Mathur","Dhobi Babbar Sher ","Dhobi Babbar Sher "
"Harsh Khaire","Aj Khelo Shyam Sang Hori","Aj Khelo Shyam Sang Hori"
Tanishqmusic,"MY VERISON ","Hona Tha Pyaar "
Tanishqmusic,"MY VERISON ","Matargasti "
Tanishqmusic,"MY VERISON ",Doobey
Tanishqmusic,"MY VERISON ","Kahin to X Make You Mine"
Tanishqmusic,"MY VERISON ","Gehraiyan "
"Harsh Khaire","Hori Khelat Nandlal","Hori Khelat Nandlal (online-audio-converter.com)"
"Mo. Omar","Peli Waar (Slowed + Reverb)","Peli Waar Slowed + Reverb"
"Ganesh Kumar","Such Re Guiya Hamar Pyar Karela Nagpuri Song","Sach Re Guiya Hamar Pyar Karela Old Nagpuri Song      Apni Nagpuri Adda256k"
"Vishxxl ","Broken Up","Broken Up"
"Sagar Meena","Morel River P Aaja","Morel River P Aaja"
"EMCEE VOLTAIRE","Kho Du","Kho Du "
"Notorious yash","Tu Hu Ti Sath Mere ","Tu Hi to Sath Mere"
Rudu,"Kabir Singh BGM","Videoplayback (2)"
IamSonuJarwal,"Winter Love","Winter Love"
K.S.AMAN,"Ladka Sidha Sadha 2 ","Ladka Sidha Sadha 2"
IamSonuJarwal,"Best of Love","Best of Love"
Andekha,"Lock Wock","Lock Wock1"
"Mc Heat","Alag Main Banda","Alag Main Banda"
Andekha,"Seedhe Maut Interlude","Seedhe Maut Interlude"
"The Karam Musix",Doshi,Doshi
EliceBoy,"Khoya Tune Mujhko","Khoya Tune Mujhko"
IamSonuJarwal,"Feel in Mashup","Chillout Mashup   Zack Knight   Dj Rash    Sunny Hassan    Latest Mashup 2022   Feel in Mashup 128k)"
"Roshan Mehta","Black Stone","Whatsapp Audio 2022-02-02 at 19.14.36"
IamSonuJarwal,"Tumse Pyaar Karke","Tumse Pyaar Karke Remix   Dj Tanayan   Tulsi Kumar  Jubin Nautial   New Hindi Song   Love Mix 128k)"
Safar,Kaash,"Kaaash(final) 1"
Shatic,"Intezaar  ","Intezaar "
"Osborn Matthew","Chattan Remix","Chattan Remix"
"Shivam Raaz","Pyar Ek Dard Rap Version","Pyar Ek Dard Rap Version"
lskira,Bday,Bday
IamSonuJarwal,"Broken Memories Mashup","Broken Memories Mashup"
"DHARMENDRA KUMAR","Chal Karlen Ham Party","Chal Karlen Ham Party"
Xle,Feelings,Death
Xle,Feelings,"Fariyad "
"Pranjul Srivastava","Kabhi Tumhe Yaad Cover- Pranjul Srivastava","Pranjul Srivastava - Kabhi Tumhe Yaad New (1)"
"Mj Edit","Manya Surve Gangster New","Manya Surve Gangster New"
"Mr Angaarr","Hoon Mein Kidhar","Hoon Mein Kidhar"
"Mr Angaarr","Myself Angaarr","Myself Angarr"
Vibezy,Khamoshiyan,"Khamoshiyan (Slowed+reverb)"
"Mani Longia","BLESSINGS MOM","BLESSINGS MOM"
KRISHNA,Sorrows,Sorrows
"Aabyd Khan","Bollywood Love Mashup 2022","Bollywood Love Mashup 2022"
"Ferdinand N Rynjah","Me Long U Blei & Ko Mynsiem Bakhuid","Me Long U Blei & Ko Mynsiem Bakhuid"
Gorkhâ,"Hip Hop Instrumental","Hip Hop Instrumental  ☮"
"Devesh Pandit","Up Wali Baat","Up Wali Baat"
"Sunny Mandawi","Track Bhor","Track Bhor"
"LabelbyPK & Pankaj Kumar","Lut Gaye","Lut Gaye"
"Vansh Sood","Man Mera 2.0","Vansh Sood - Mann Mera"
"Dj Ss Babu","Pyaar Ho Gaya","Pyaar Ho Gaya"
"Vikrant Parinda ","Khatu Wale Shyam ","Khatu Wale Shyam"
