artist_name,release_name,song_name
"Visual Chinmay","Dil Ko Karar Aaya ","Dil Ko Karar Aaya"
"Visual Chinmay","Raataan Lambhiyan - Lofi Mix","Raatan Lambiyan Lofi Mix (128k)"
"Visual Chinmay","Dil Ko Karar Aaya ","Dil Ko Karar Aaya"
"Dagger Official ",Fire,Fire
"Akshay Khanna","Jai Ganesh Deva Instrumental","Jai Ganesh Deva Instrumental"
"Dwij Malaviya","Momentary (Lo-fi)","Momentary (Lo-fi)"
"Aj Meisnam","Huwei Chaweiyo","Huwo Chaweiyo   "
"B+Sensible Sound X Samandar [M-ysics]","Sparkling Stars (Instrumantal)","Sparkling Stars (Instrumental)"
"Sunil Thaur","Aaj Jane Ki Zidd Na Karo Cover","Aaj Jaane Ki Zidd Na Karo Cover by Sunil Thakur"
"Darwin Boy","Tujhe Bhulana Cahun","Tujhe Bhulana Cahu"
"Dj Lucky Budania",Single,"Mohtarma Khasa Aala Chahar Hard Remix"
"Dj Lucky Budania",Mohtarma,"Mohtarma Khasa Aala Chahar Hard Remix"
"K420 The Rapper",Cinderella,Cinderella
Priyanka,"Love Themes","Love Themes"
"Pooja Ghosh & RJ Swapnanjan Live ","Indian Idol Singer  Pooja Ghosh Exclusively Live from Kolkata Meter on Radio ","Lag Ja Gale cover.pujadi"
"Pooja Ghosh & RJ Swapnanjan Live ","Indian Idol Singer  Pooja Ghosh Exclusively Live from Kolkata Meter on Radio ","Rozaana .Pujadi Cover "
"Munfaid Pathraliya","Bhuri Ki Mohabbat ।। Top Mewati Song","भूरी की मोहब्बत ।। मेवाती सोंग ।। रिजवान पथराली"
"DJ CANTIC","Dj Tutu Slow Remix","Dj Tutu Slow Tik Tok Remix Terbaru 2021 "
"Rijwan Kaithwadiy","Rijwan Ki Dillagi Mewati","Rijwan Ki Dillagi Mewati"
"Rijwan Kaithwadiy","Sacchi Mohabbat","Sacchi Mohabbat"
"Rijwan Kaithwadiy","Sacchi Mohabbat","Dekhne Ko Chaho"
"Sagar Singh Roy","Baithe Pahado Pe","Baithe Pahado Pe"
Alex,"Badnaam Raja","Badnaam Raja  Alex  Prod by Devashish  (Copy)"
Rohit,"Ishq Ki Duniya","Ishq Ki Duniya"
"DJ SRH & DJ Manish Mn","Radhe Labeli Sarkar - Janmasthami SPL Dj SRH & Dj Manish Mn Remix","Radhe Labeli Sarkar - Janmasthami SPL Dj SRH & Dj Manish Mn Remix"
"Rijwan Kaithwadiy","Time Dekho Mewati","Time Dekho Mewati"
Drub," Maula Mere Reverb"," Maula Mere Reverb"
"Rijwan Kaithwadiy","कमल को सो फूल","कमल को सो फूल"
"Jitendra Parihar","Sai Bole Re Manva","Sai Bole Re Manwa "
"Asem Abhinash",Ngaohanbire,Ngaohanbire
"Rijwan Kaithwadiy","Muskan Rijwan Mewati","Muskan Rijwan Mewati"
"Rijwan Kaithwadiy","Sarpanchi Mein Aag","Sarpanchi Mein Aag"
"Munfaid Pathraliya","Dhokebaz Lugai","Dhokebaz Lugai"
KD,"Doori Meri","| Doori Meri | by Kd | Freestyle Beats |"
"Arslan Baig","Arslan Baig","Arslan Baig"
"H2H || JakBrother's","Ganpati Smashup","Ganpati Smashup"
"Rapper XyLem","Barbaad(OSL Version)","Barbaad(OSL Version)"
"Akshay Khanna",Kabira(lofi),Kabira(lofi)
Naseer,"Beti - a Living Pizza","Beti - a Living Pizza "
"Gabru Star","Totega N Ab Ye Kbhi","Totega N Ab Ye Kbhi"
"Munfaid Pathraliya","Bigda Chhora Ganv Ko","Bigdo Chhora Ganv Ko"
"Akshay Khanna","Kho Gaye Hum Kahan(lofi)","Kho Gaye Hum Kahan(lofi)"
"Rijwan Kaithwadiy","Police Mewati","Police Mewati"
"Unknown Rapper",Maa,Maa
"Sjm Dj Remix Collection ","KGF vs Maari","Maari vs KGF || Rocky Bhai vs Maari Bhai || Dialogue with Beat || Music Video Song 2020/2021 || Remix"
"Shubham Kulkarni",Secsee,"Title Error"
"Nikee Doremi","DJ Ka Ho Naa Pyar Hai","DJ Ka Ho Naa Pyar Hai"
"Munfaid Pathraliya","Ghodi Na Bansu Mewati Sexy Song","Ghodi Na Bansu Mewati Sexy Song"
"Niladree Bhaskar","Barsaat Ki Dhun Song","Sun Sun Barsat Ki Dhun Sun"
"Kritiman Mishra","Aadat Lofi Version","Aadat Lofi Version"
"Dj Lucky Budania","Jai Jawan Jai Kisan","Jai Jawan Jai Kisan"
"Harshal Rabari","Teri Meri Kahani X Pal Pal Dil Ke Pass (Mashup)","Teri Meri Kahani X Pal Pal Dil Ke Pass (Mashup)"
ADS,"Meri Maa","Meri Maa"
"Deepak Kakde","Kadhi Kadhi","Kadhi Kadhi"
"Rijwan Kaithwadiy","Saja Ki Lugai Mewati","Saja Ki Lugai Mewati"
"Mukeem Pathraliya","Tu Mewati","Tu Mewati"
"Kritiman Mishra","Mere Liye Tum Kaafi Ho Lofi Remake","Mere Liye Tum Kaafi Ho Lofi Version"
"Vasan Giri","Your Feelings My Words","Pyar Se Ek Nai Shurvat Karnge"
"Vasan Giri","Your Feelings My Words","Ek Ladka Aur Ladki Best Friends Bhi Ho Sakte Hai"
"Vasan Giri","Your Feelings My Words","Kahi Mujhe Tumse Pyar to Nhi Ho Gaya Hai"
"Vasan Giri","Your Feelings My Words","Jab Ladko Ko Pyar Hota Hai"
"Vasan Giri","Your Feelings My Words","Main Tumhe Miss Karta Hun Sad Poetry"
"Vasan Giri","Your Feelings My Words","Dil Aur Dimak Ki Ladai Me Ab Ye Dil Jeet Chuka Hai Romantic Poetry for Crush"
"Vasan Giri","Your Feelings My Words","Move on Karna Bhi Jaruri Haimotivational Poetry"
"Vasan Giri","Your Feelings My Words","Khud Ki Nazron Me Gir Gaya Hun Sad Poetry"
"Vasan Giri","Your Feelings My Words","Breakup Ke Baad Ky Feel Hota Haiinner Feelingssad Story"
SP@®sh,"Lag Jaa Gale","Lag Jaa Gale (Sparsh)"
Prusic,"Juda Bhi Nahi","Juda Bhi Nahi"
Nick,"Insane ","I Dont Care Nikki Final"
Nick,"Insane ","Sapne - - Nikki "
Nick,"Insane ",Insane
"Pankaj Raj","Ab Tu Hi Bata Kanha","Ab Tu Hi Bata Kanha"
"Kishan Bairwa Kanyakheri","Banno Maro Charbhuja Ro Nath Rimex","Banno Maro Charbhuja Ro Nath Rimex"
"Chintu Majhi","X Hindi","Chintu Gaming Limited - Someday"
"Chintu Majhi","X Hindi","Wish I Was Better Hindi Trap 2"
"Akshat Jain","Bas Paryushan Ye Khas Ho","Bas Paryushan Ye Khas Ho"
"Akshay Khanna","Ganpati Padhaare","Ganpati Padhaare"
"Ayush Tiwari","Radhe (A Cancer)","Radhe (A Cancer)"
"Akshay Khanna","Ganpati Padhaare","Ganpati Padhaare"
"Shoyab Swag","Hatto Baccho","Hato Baccho  "
"Rijwan Kaithwadiy","Bajra Ka Khet Mewati","Bajra Ka Khet Mewati"
"Rijwan Kaithwadiy","Saasu Ko Bole Mewati","Saasu Ko Bole Mewati"
"Munfaid Pathraliya","Hogi Jawan Mewati Song","Hogi Jawan Mewati Song"
"Kritiman Mishra","Ek Tarfa Lofi","Ek Tarfa - Lofi"
"Desi Rockstar","Chu Chu Chutiya","Chu Chu Chutiya"
UnderWords,"Street Girl","Street Girl"
"Rohan Meher",Yaadein,Yaadein
"Kritiman Mishra","Toh Phir Aao (Lo-fi Version)","Toh Phir Aao (Lo-fi Version)"
Raj,"Jab Jab Pyaar","Jab Jab Pyaar"
"Pravesh Narang","Dil Diyan Gallan (Instrumental)","Dil Diyan GallanDil Diyan Gallan (Instrumental)"
"NIC0TINE ft. Aarde",Kaagaz,Kaagaz
"Mala Chakraborty & RJ Swapnanjan Live","Tribute to Asha Bhosle Birthday Aage Bhi Janena","Tribute to Asha Bhosle Birthday Aage Bhi Janena"
"Gabru Star","Teri Meri Too","Teri Meri Too"
"Kritiman Mishra","Darkhaast Lofi Version","Darkhaast Lofi "
"Kritiman Mishra","Tu Aake Dekhle Lofi Version","Tu Aake Dekhle Lofi"
HeRex,"Koi Nahi Apna","Koi Nahi Apna"
"Dj Malik Exclusive","Makhdoom Sha Baba Qawwali","Makhdoom Sha Baba Qawwali "
"Imran Khan","Satisfaya 2.0",Inbound8225184857523783144
"Rahul Kashyap Karma Bazar","Karma Bazar","Karma Bazar"
AakashX03,"King Ishq Samundar","King Ishq Samundar"
"Kalamkaar Shivai","Who Is Independent","Who Is Independent"
"Rijwan Kaithwadiy","Baghodiya Mewati","Baghodiya Mewati"
"Satyam Shingham","Sajal Ghat ","Satyam Singham Chhath Puja Song 2020 - Sajal Ghat Chhathi Maie Ke - Dj Special Chhath Puja Song 2020(144p) 320kbps"
"Mala Chakraborty & RJ Swapnanjan Live","Tribute to Asha Bhosle Ji Piya Tu Aab to Aaja","Trubute to Asha  Bhosle  Birthday 2021 Piya Tu Ab to Aaja"
"Gabru Star","Mai Hu Akela","Mai Hu Akela"
"Sakeel Bawali","Mama Ki Lado","Mama Ki Lado"
"Kritiman Mishra","Aaj Dil Shayrana Lofi Version","Aaj Dil Shayrana Lofi"
"Ravi Kumar","Tune Kya Socha","Tune Kya Socha"
"Kritiman Mishra","Teri Hogaiyaan Lofi Version","Teri Hogaiyaan Lofi Version"
"Rijwan Kaithwadiy","Mama Ki Chhori Bewafa ","Mama Ki Chhori Bewafa"
"Sanjay Bainsla","Tene Pyar Na Karyo","Tene Pyar Na Karyo"
"Jainesh V","Kabhi Tumhe (Slowed and Reverb)","Kabhi Tumhe (Slowed and Reverb)"
"Jainesh V","Pehli Pehli Baar Mahobbat (Slowed and Reverb)","Pehli Pehli Baar Mohabbat (Slowed and Reverb)"
"Jainesh V","Hui Aankh Nam (Slowed and Reverb)","Hui Aankh Nam (Slowed and Reverb)"
"SquarePetals Music","YU HI SADGI SE MERI ZINDAGI MEI AAIYE","Yu Hi Sadgi Se Meri Zindagi Mei Aaiye"
"YOBOY LAVI","Fuck Fake Friends","Aud 20210912 Wa0000"
"Ganesh Kumar Hempur","Moy to Likhalo Re Guiya Tor Naam","May to Likhalo Re Guiya Tor Naam"
"Ravi Kumar","Dil Kambakht Farebi","Dil Kambakht Farebi"
"Rijwan Kaithwadiy","Pyar Ka Gam Mewati","Pyar Ka Gam Mewati"
"Rijwan Kaithwadiy","Top Kaithwadiya","Top Kaithwadiya"
"DivYank ThaKur","Tum Suno Naa","Tum Sunoo Naa"
"Vasan shandilya","Your Feelings My Words","Kya Main Such Me Itna Bura Hun Sad Poetry by Vasan Shandilya Instagram vasan.shandilya"
"Ganesh Kumar Hempur","Jay Se Pahle Dede Jahar.                  Ganesh Kumar Hempur","Jay Se Pahle Dede Jahar।। New Nagpuri Sad Song 2021 ।। Singer Rajdev Nayak "
"Ganesh Kumar Hempur","Gori Toy.                 ...... Ganesh Kumar Hempur","Gori Toy    %E0%a4%86%e0%a4%9c %E0%a4%ad%e0%a5%80 %E0%a4%af%e0%a4%be%e0%a4%a6 %E0%a4%86%e0%a4%b5%e0%a5%87%e0%a4%b2%e0%a4%be    New  Nagpuri Bewafa Video 2021%2c(256k)"
"Ganesh Kumar Hempur","Gori Toy.                         Ganesh Kumar Hempur","Gori Toy    %E0%a4%86%e0%a4%9c %E0%a4%ad%e0%a5%80 %E0%a4%af%e0%a4%be%e0%a4%a6 %E0%a4%86%e0%a4%b5%e0%a5%87%e0%a4%b2%e0%a4%be    New  Nagpuri Bewafa Video 2021%2c(256k)"
"Ganesh Kumar Hempur","Hay Re Dil","Hay Re Dil"
"Ravi Kumar","Ladki Thikane Ki","Convert Audravi0819-Wa0003"
"Rayan Mohammed","Ishwar Allah 2.0","Ishwar Allah 2.0"
"Souhardya Sengupta","Raaz Ankhein Teri","Raaz Ankhein Teri Cover   Souhardya Sengupta  (128k)"
"Harshit Sheth","Mera Bhola Hai Bhandari","Mera Bhola Hai Bhandari"
"Kritiman Mishra","Maine Royaan ","Maine Royaan (Lo-fi Version)"
"Akshay Khanna","Justin Bieber and the Kid Laroi - Stay ","Justin Bieber and the Kid Laroi - Stay "
Jai/Shaayar,Headphones,Headphones
"Kritiman Mishra","Saibo Lofi Version","Saibo Lofi "
"Rijwan Kaithwadiy","कला की मोहब्बत मेवाती","कला की मोहब्बत मेवाती"
"Rijwan Kaithwadiy","Bewafai Mewati Rijwan","Bewafai Mewati Rijwan"
"Su Nny","Mangta Hai Pyaar - Su Nny ","Su Nny - Mangta Hai Pyaar   Official Audio Track 2021"
"Gabru Star",Gltiya,Gltiya
"Apni Nagpuri Adda","Moy to Likhalo Re Guiya Tor Naam","May to Likhalo Re Guiya Tor Naam"
Taksh,"O Yaara","O Yaara "
"Anuj Karmakar",Story,Story
"Anuj Karmakar","Bhai Tu Aage Badh","Tu Aage Badh (Official Audio)"
"Kritiman Mishra","Tum Hi Ho Lofi","Tum Hi Ho Lofi "
"Rijwan Kaithwadiy","तू देखो कामा में मेवाती","तू देखो कामा में मेवाती"
"Visual Chinmay","Tere Naal Changi Koi Na","Tere Naal Changi Koi Na"
"Visual Chinmay","Tere Naal Changi Koi Na","Tere Naal Changi Koi Na"
"Sakeel Bawali","Bawali Mama Ki","Bawali Mama Ki"
"Sakeel Bawali ki Dillagi","Guddi Bewafa","Guddi Bewafa"
"Visual Chinmay","Kabhi Tumhe Lofi Mashup  ","Kabhi Tumhe Lofi Mashup (Amtee) (128k)"
"Visual Chinmay","Rim Jhim ","Rim Jhim"
"Visual Chinmay","Dil Ko Karaar Aaya ","Dil Ko Karaar Aaya "
"Visual Chinmay","Dil Ko Karaar Aaya - Lofi Mix","Dil Ko Karaar Aaya - Lofi Mix(128k)"
Tez,"Koi Mil Gaya","Its Magic"
"Ganesh Kumar Hempur","Gori Toy","Gori Toy"
"Apni Nagpuri Adda","E Tor Yaad Mor Dil Ke","Ee Tor Yaaid "
"Apni Nagpuri Adda","Pyar Aisa Hota Hai Kya","Chot  Lage Mujhko Dard Use Hogi !! Singer - Sameer Raj !! Nagpuri Sad Song 2020 !! #Apni Nagpuri Adda"
"Apni Nagpuri Adda","Padhai Likhai Zero","Padhai Likhai Zero"
"D ICONIX","Aisi Tu","Lage Tu"
"Sippy Sandhu","Paisa Bolda","Paisa Bolda"
"Rijwan Kaithwadiy","Mast Mewati Hero","Mast Mewati Hero"
"V-kay feat. D-aafat","Delhi West Ke Londey","Delhi West Ke Londey"
"Apni Nagpuri Adda","Dekhona Dekhona Wahe          Ganesh Kumar Hempur","Rati Dina Tore Sapna  Sirf Tor Photo Dekho Na  Nagpuri Black Screen Whatsapp Status2020(256k)"
"Gabru Star","Mai Hu Yha","Mai Hu Yha"
"Apni Nagpuri Adda","Meri Sajna","Meri Sajna"
"Sai Kishore Potnuru","Roja Janeman","Roja Janeman"
"Apni Nagpuri Adda","I Love You.           Ganesh Kumar Hempur ","I Love You"
"Apni Nagpuri Adda","Laal Wala Full          Ganesh Kumar Hempur","Lal Wala Phool Gulab Diya Tha Song(144p)"
"Apni Nagpuri Adda","Ho O Dear Darling","Ho O Dear Darling Tore Naam"
"Krishna Mantri","Tera Hone Laga Hoon by Krishna","Tera Hone Laga Hoon Cover by Krishna"
10TAKK,Bhuskhalan,Bhuskhlan
"Payal Meena","मैं काई दिल दे देतो पड़वाड़ी दिल बेकूब ले बेट्यो","Title Error"
"Payal Meena","मैं काई दिल दे देतो पड़वाड़ी दिल बेकूब ले बेट्यो","Title Error"
Aashik,"Tu Hi ","Tu Hi"
"Mithun N Rathod ","Mara Tangera Banna Cheyi Yera Mundepara Banjara Superhit Song Mithun N Rathod ","Tangera Banna Cheyi Yera Mundepara Banjara Song "
"Akshay Khanna","Raataan Lambiyan(lofi)","Raataan Lambiyan(lofi)"
"Akshay Khanna",Ranjha(lofi),Ranjha(lofi)
"Akshay Khanna",Ranjha(lofi),Ranjha(lofi)
"Krish Chopra","Tum Hi Ho","Tum Hi Ho"
"Akshay Khanna","Raataan Lambiyan(lofi)","Raataan Lambiyan(lofi)"
"Rijwan Kaithwadiy","Bewafai Rishtedar Mewati","Bewafai Rishtedar Mewati"
"Kritiman Mishra","Tum Hi Ho Remake","Tum Hi Ho Remake"
"Shlok Kapani",Ranjha,Ranjha
"Sabda Trap","Sabda Trap",""यथा दृष्टि तथा सृष्टि" "
"vijay kush","Chai Ka Deewana","Chai Ka Diwana"
"Sahil khan","Moholat Na Mile Shayed Mujhko","Moholat Na Mile Shayed Mujhko"
"Farhan Ajmal","Mera Intizar Karna","Mera Intizar Karna"
"Sahil khan","Toone Roop Khizaao Ka Baksha",Inbound9119227159127157948
"Apni Nagpuri Adda","Ringtone Darling","Ringtone Darling"
"Sakeel Bawali","Sakeel Mama Ki","S J Brand ❤️ Aslam Singer New Mewati  Song "
"Saruk khan","SRK Mewati","Aud 20210910 Wa0006"
"Piyush Mishra","Uth Ja Bhau","Uth Ja Bhau"
"Aabyd Khan",Ranjhaa,"Ranjhaa "
"Aabyd Khan","Filhal 2","Filhal 2"
"Technical Op Meena","Love Kush Dungri","Love Kush Dungri"
"Visual Chinmay","Jashn - E - Bahara","Jashn-E-Bahara - Lofi Edition"
"Ganesh Kumar Hempur","Ek Najar","Ek Najar"
"Ganesh Kumar Hempur","Hey Goiram I Love You.     Ganesh Kumar Hempur","Hey Goi Ram I Love You Kaihde #Old Nagpuri Song  -  Album - #Ek Najar(144p)"
"Ganesh Kumar Hempur","Full Me Beli.     Ganesh Kumar Hempur","Singer - Pawan Roy !! Phool Mein Beli Champa Chameli #Old Nagpuri Song(144p)"
"Visual Chinmay","Sakhiyaan 2.0 (Bass Mix)","Sakhiyan 2.0 (Bass Mix)"
"Visual Chinmay","Sakhiyan 2.0 (Bass Mix)","Sakhiyan 2.0 (Bass Mix)"
"Ganesh Kumar Hempur","Fir Sanam Kab Miloge.     Ganesh Kumar Hempur","Fir Sanam Kab Miloge.     Ganesh Kumar Hempur"
"Rijwan Kaithwadiy","छोरी तेरा नखरा Mewati","छोरी तेरा नखरा Mewati"
"Mr. Baba",Short,Short
"Krish Chopra","Humnava Mere","Humnava Mere"
"Apni Nagpuri Adda","Brand Babu","Brand Babu"
"Abhijeet Mishra","Talab Hai","Talab Hai"
"Le Rele Yede Ki",Fine,Fine
"Visual Chinmay","Sakhiyan 2.0 - Bass Mix","Sakhiyan 2.0 - Bass Mix"
Dazzlar,"Teri Mohabbat","Teri Mohabbat"
"Ganesh Kumar Hempur","Toke Dil Khojela Dil Nagpuri","Toke Dil Chahe La Re Dil Nagpuri Song(256k)"
Maya,"Sky Band",Maya
"Kadalum Konjum","Sky Band","Sky Band"
Ayushman,"Zara Zara ","Zara Zara "
"AG SINGH","Kolkata Ka Baccha Log","Anurag Singh - Chal Chal Chote Kaam"
Lean,"Street Kid","Street Kid"
"Ganesh Kumar Hempur","Jitna Giri Mor Ashu.    Ganesh Kumar Hempur","Jitna Giri Mor Ashu, Nagpuri Song(256k)"
"Dj Tushar Rjn","Ganpati Ki Nikli Sawari Tapori Remix","Ganpati Ki Nikli Sawari Tapori Remix"
"Jangan Tinggal Dengan Mu","Bondolan Band","Bondolan Band"
KushFi,"Tere Naam - Lofi Mix","Tere Naam - Lofi Mix"
Azaan,"Sajni - Curse of Love","Sajni - Curse of Love"
"Kritiman Mishra","Aaj Dil Shayrana Lofi Edit","Aaj Dil Shayrana Lofi Edit"
"Aagat Choubey","Khwahishen Ankahi","Khwahishen Ankahi"
"Sayem Rahman","Ki Holo Dure","Ki Holo Dure"
"Jagdish Sain, ESKRY","Flow Rap","Flow    Rap Song    by Jagdish Sain    a J Music(256k)"
D-Axe,"Le Rele Yede Ki","Le Rele Yede Ki"
"DJ ASHU RAJ","Bittu Dhoko Kargi Ye ","Bittu Dhoko Kargi Dj Ashu Raj"
"Rijwan Kaithwadiy",मजबूरी,मजबूरी
"Rijwan Kaithwadiy","प्यार के रोग मेवाती","प्यार के रोग मेवाती"
"Vasan Giri","Kyu Mile the Tum Mujhe (feelings)","Ky Ye Pyar Hai to Mai Single Hi Thik Hun ||By Vasan giri"
"Vasan Giri","Kyu Mile the Tum Mujhe (feelings)","Tu Kyu Mera Nhi Hota|| by Vasangiri"
"Vasan Giri","Kyu Mile the Tum Mujhe (feelings)","Dost ||Poetry by Vasan giri"
"Vasan Giri","Kyu Mile the Tum Mujhe (feelings)","Kyu Mile the Tum Mujhe ||Sad Poetry by Vasan giri"
"DJ ASHU RAJ","Teri Jai Ho Ganesh  Dj Ashu Raj","Teri Jai Ho Ganesh Bhakti Remix - Dj Ashu Raj Dj Anand Verma (djjohal.com)"
"Moody Bawa","Pahadi Bawa","Moody Bawa - Pahadi Bawa"
"Time Pass Wala Banda","Yaaden Tare Khoo Gaye Hai","Convert Aud 20210826 Wa0047"
"Devansu Rathva","Hasi Wadiya Mix ","Hasi Wadiya Mix"
"Zaid Khan",Famaliar,Famaliar
"Visual Chinmay","Kya Mujhe Pyaar Hai - Lofi Mix","Kya Mujhe Pyar Hai - Lofi Mix (128k)"
Grandy,"Hi Tun","Ranjha Tum Hi Aana"
Grandy,"Hi Tun","9tum Hi Aana Zindagi Tera"
Grandy,"Hi Tun","2titliaan Zindegi"
Grandy,"Hi Tun","5ranjha - Road Ka Larki"
Grandy,"Hi Tun","6 Mechanic Boy vs Bhabhi Aye"
Grandy,"Hi Tun","7 Bidhwa Nokrani Ko"
Grandy,"Hi Tun","4ranjha Sidharth B Praak"
Grandy,"Hi Tun","8 Boy Ka Bwibi Ko Devar"
Grandy,"Hi Tun","9tum Hi Aana Zindagi Tera"
"Shan Negi","Paisa Paisa New Kinnauri Song","Paisa Paisa New Kinnauri Song"
"Visual Chinmay","Kabhi Tumhe ","Aud 20210918 Wa0005"
"Visual Chinmay","Kabhi Tumhe (Ft. Priyanka Dutta)","Aud 20210918 Wa0005"
"Ganesh Kumar Hempur","Toke Dil Khojela Re","Toke Dil Khojela Re"
"Ganesh Kumar Hempur","Ho O Dear Darling","Ho O Dear Darling"
"Ganesh Kumar Hempur","Suno Na","Suno Na"
"Ganesh Kumar Hempur","Dil Tuta Selem","Dil Tuta Selem"
Djsairtc,"Bhutto Band ","Bhutto Band"
"DJ ASHU RAJ","Ganesh Vandana - Ganpati Ji Ganesh Nu Manaiye","Ganpati Ji Ganesh Nu Manaiye Bhakti Dholki Mix - Dj Ashu Raj Dj Love Raj (D(1)"
"Ganesh Kumar Hempur","Selem Toke Salam Salam","Selem Toke Salam Salam"
"Ganesh Kumar Hempur","A Hamar Goiram Sity Se","Ae Hamar Goiram"
Sage,"Kya Scene Bro","Kya Scene Bro"
"Single S","Yaadan Vich","Yaadan Vich"
"Visual Chinmay","Kya Mujhe Pyar Hai - Lofi Mix","Kya Mujhe Pyar Hai - Lofi Mix (128k)"
"Visual Chinmay","Kya Mujhe Pyar Hai - Lofi Mix","Kya Mujhe Pyar Hai - Lofi Mix (128k)"
"Visual Chinmay","Kya Mujhe Pyar Hai - Lofi Mix","Kya Mujhe Pyar Hai - Lofi Mix (128k)"
"Gaurav Jind","Feel Like a Sad",ta_2659453
"Visual Chinmay","Kabhi Tumhe - Priyanka Dutta","Aud 20210918 Wa0005"
"Modulus Kay","Hallo ",Hallo
"Gabru Star","Tere Bin","Tere Bin"
"Sakeel Bawali","Mama Ki Dukh Mat Pave","Mama Ki Dukh Mat Pave"
"Technical Op Meena","Technical Op Meena","Technical Op Meena"
"Jimmy Valentine","Love Mashup","Love Mashup"
"Rijwan Kaithwadiy","Mama Ki Tere Bajar Mewati","Mama Ki Chhori Bewafa"
"Rijwan Kaithwadiy","Mama Ki Tere Bajar Mewati","मामा की दीवानी शकील की"
"Visual Chinmay","Raataan Lambhiyan - Lofi Mix","Raataan Lambiyan - Lofi Mix (128k)"
"Visual Chinmay","Raataan Lambhiyan (Lofi Mix)","Raataan Lambiyan - Lofi Mix (128k)"
"Rapper Xylem,MGS SINE , Anexx beats","Barbaad(OSL Version)",Barbaad
"Darshan raval","Bhoola Dunga ","Bhoola Dunga Slowed and Reverb"
Lofiwaala,"Gul lofi remix","Gul Without Pad and Strong Kick"
"Heeralal Lohar Raila","Gaana Vada Gani Kasama Khai Janu","Ganna Vada Gani Kasama Khai Janu"
"Arindam ",Bigfan,Bigfan
"Mc Domee x Cruse",Satyug,Satyug
"Mani Namba",Dimple,Dimple
"Kaka ","Kaka Mashup Song Dj Giraj Goswami","Kaka Mashup Dj Manish Paldi"
"Singer Sarswati Bishnoi","Saraswati Bishnoi ","सरस्वती बिश्नोई पगलिया में थोड़ी पायल पैर ले पगलिया में थोड़ी पायल पैर ले कानुडो नचावे रा"
"Singer Sarswati Bishnoi","Saraswati Bishnoi ","सरस्वती बिश्नोई  इस जग में मानव तन मुश्किल से मिलता है Is Jag Me Manav Tan Muskil Se Milta Hai"
"Singer Sarswati Bishnoi","Saraswati Bishnoi ","मीठी मीठी मेरे सांवरे की मुरली बाजे  श्री कृष्ण भगवान का न्यु भजन Morning Special"
"Singer Sarswati Bishnoi","Saraswati Bishnoi ","मेरे सिर पर रख दो गुरुवर अपने ये दोनों हाथ Mere Shir Par Rakhdo Guruvar Bhajan"
"Amar dudhate","Immortal Lines","Wo Kahte Ho Na"
Rewin,Shuruat,Shuruat
"LKSHY X DARKSIDER X SIGMA ","Doonite Drill","Doonite Drill"
"Kritiman Mishra","Guzarish Lofi","Guzarish Lofi"
"Rijwan Kaithwadiy","Malook Chhora Mewati","Mast Nanak Kaithwadiy"
"Rijwan Kaithwadiy","Malook Chhora Mewati","Malook Chhora Mewati"
"Kritiman Mishra","Saibo Lofi","Saibo Lofi"
"Hometown Kings","All Alone","All Alone"
"Puneet Kirar","Har Subah","Har Subah by Puneet Kirar"
"Mika Singh","Singh Is King","02. Jee Karda"
"Mika Singh","Singh Is King","Bas Ek Kinng Mika Singh Neeraj Shridhar"
"Mika Singh","Singh Is King","Bhootni Ke Daler Mehndi"
Jai/Shaayar,"Tareefein (Intro) ","Tareefein (Intro) "
Aashik,"Pyaar Hogya Hai","Pyaar Hogya Hai"
"Falguni Pathak","True Love Never End ","True Love Never End "
"Falguni Pathak","Raj Albums ",Inbound1602862161165352162
"Amit bidhuri ","Amit Te Amo Official","Dil Chahte Ho Ya Jaan Chahte Ho by Amit Bidhuri"
Divyansha,"Aao Chalen Kahin","Aao Chalein Kahin"
"Faisu khan mewati","Arbaz hove ghar walo mewati","Arbaz hove ghar walo mewati"
"Bullet Bandi","Three Band","Bullet Bandi"
Vaseegara,"Three Band","Three Band"
Unkoodave,"Three Band","Three Band"
KushFi,"Tum Mile - Lofi Mix","Tum Mile - Lofi Mix"
KushFi,"Tere Naam (Lofi Remix)","Tere Naam "
"Ganesh Kumar Hempur","Tor Se Bital Din Guiya","Tor Se Bital Din Guiya"
"Ashna V Raju","Sang Tere + Shukriya Tera Mashup","Sang Tere + Shukriya Tera Mashup"
"Aasik Salma","Condition Kharab ","Condition Kharab"
PKD,"Na Lebe Halke Me","Na Lebe Halke Me"
"Ramnath Meena","Thari Sogan Khahungi","Thari Sogan Khahungi"
"Ramnath Meena","Ton Kun Kahgo Meena Ki ","Ton Kun Kahgo Meena Ki"
"Ramnath Meena","Diya Ko Dhandho","Diya Ko Dhandho"
"MG Liron","I Fell Like Love Like You  (Album-G63 All in One)","I Feel Like Love Like You (Album- G63 All in One)"
"Apni Nagpuri Adda","Ho O Dear Darling Tore Naam","Ho O Dear Darling Tore Naam"
"Apni Nagpuri Adda","Koi Diwana Pagal Kahena","Koi Deewana Pagal Kahaina(256k)"
"Frederick Ar","Roj Shaam Atithi","Roj Shaam Atithi"
"Apni Nagpuri Adda","Jay Se Pahle Dede Jahar","Jay Se Pahle Dede Jahar"
"Ganesh Kumar Hempur","Pinki Rani","Pinki Rani   New Nagpuri Sad Video Song2021  Singer Anish Mahli  Pt Series  Sargam Studio(256k)"
